alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,n_binary_vars,n_layers
0.25,Optimal,5.568181818181818,5.7272727272727275,49.97447939930557,69.87519487179486,89.93055555555556,1554,5281292,100.0,52.81292,40635,88
