alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,n_binary_vars,n_layers
0.25,Optimal,6.590909090909091,7.2727272727272725,34.16550003472222,89.58333333333333,84.54861111111111,1461,4691468,100.0,46.91468,40635,88
