alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,target_fps,fps,bottleneck_node,n_binary_vars,n_layers,n_zero_sensitivity_layers,zero_sensitivity_layers
1.0,Optimal,4.488888888888889,4.555555555555555,49.95346961805552,49.873846794871795,89.17824074074075,1541,9078278,100.0,90.78278,250.0,305.17578125,final,44322,90,0,
