partition,node_name,op_type,depth,ram_style,dataType,folded_shape,elems_per_beat,size_elems,bitwidth,size_bits,size_bytes
5,StreamingFIFO_rtl_88,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 32, 1]",1,2,8,16,2.0
5,StreamingFIFO_rtl_89,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 144, 1]",1,2,8,16,2.0
5,StreamingFIFO_rtl_90,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 1, 32]",32,64,8,512,64.0
5,StreamingFIFO_rtl_91,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 8, 18]",18,36,8,288,36.0
5,StreamingFIFO_rtl_92,StreamingFIFO_rtl,2,auto,INT17,"[1, 16, 16, 8, 2]",2,4,17,68,8.5
5,StreamingFIFO_rtl_93,StreamingFIFO_rtl,2,auto,INT16,"[1, 16, 16, 4, 2]",2,4,16,64,8.0
5,StreamingFIFO_rtl_94,StreamingFIFO_rtl,2,auto,INT17,"[1, 16, 16, 16, 1]",1,2,17,34,4.25
5,StreamingFIFO_rtl_95,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 4, 2]",2,4,8,32,4.0
5,StreamingFIFO_rtl_96,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
5,StreamingFIFO_rtl_97,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 1, 16]",16,32,18,576,72.0
5,StreamingFIFO_rtl_98,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 4, 4]",4,8,18,144,18.0
5,StreamingFIFO_rtl_99,StreamingFIFO_rtl,372,auto,INT8,"[1, 16, 16, 4, 4]",4,1488,8,11904,1488.0
5,StreamingFIFO_rtl_100,StreamingFIFO_rtl,4096,auto,INT8,"[1, 16, 16, 16, 1]",1,4096,8,32768,4096.0
5,StreamingFIFO_rtl_101,StreamingFIFO_rtl,2,auto,INT9,"[1, 16, 16, 16, 1]",1,2,9,18,2.25
6,StreamingFIFO_rtl_0,StreamingFIFO_rtl,2,auto,INT9,"[1, 16, 16, 16, 1]",1,2,9,18,2.25
6,StreamingFIFO_rtl_1,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_2,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_3,StreamingFIFO_rtl,609,auto,UINT8,"[1, 16, 16, 16, 1]",1,609,8,4872,609.0
6,StreamingFIFO_rtl_4,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_5,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 8]",8,16,8,128,16.0
6,StreamingFIFO_rtl_6,StreamingFIFO_rtl,4096,auto,INT8,"[1, 16, 16, 16, 1]",1,4096,8,32768,4096.0
6,StreamingFIFO_rtl_7,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 1, 4]",4,8,18,144,18.0
6,StreamingFIFO_rtl_8,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 2, 2]",2,4,18,72,9.0
6,StreamingFIFO_rtl_9,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 2]",2,4,8,32,4.0
6,StreamingFIFO_rtl_10,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 1, 4]",4,8,8,64,8.0
6,StreamingFIFO_rtl_11,StreamingFIFO_rtl,55,auto,UINT8,"[1, 18, 18, 1, 4]",4,220,8,1760,220.0
6,StreamingFIFO_rtl_12,StreamingFIFO_rtl,1296,auto,UINT8,"[1, 18, 18, 4, 1]",1,1296,8,10368,1296.0
6,StreamingFIFO_rtl_13,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 36, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_14,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 18]",18,36,8,288,36.0
6,StreamingFIFO_rtl_15,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 2, 2]",2,4,19,76,9.5
6,StreamingFIFO_rtl_16,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 4, 1]",1,2,19,38,4.75
6,StreamingFIFO_rtl_17,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 4, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_18,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 2]",2,4,8,32,4.0
6,StreamingFIFO_rtl_19,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 1, 16]",16,32,19,608,76.0
6,StreamingFIFO_rtl_20,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 2, 8]",8,16,19,304,38.0
6,StreamingFIFO_rtl_21,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 2, 8]",8,16,8,128,16.0
6,StreamingFIFO_rtl_22,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_23,StreamingFIFO_rtl,2,auto,INT9,"[1, 16, 16, 16, 1]",1,2,9,18,2.25
6,StreamingFIFO_rtl_24,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_25,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_26,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_27,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_28,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 1, 16]",16,32,8,256,32.0
6,StreamingFIFO_rtl_29,StreamingFIFO_rtl,318,auto,INT8,"[1, 16, 16, 16, 1]",1,318,8,2544,318.0
6,StreamingFIFO_rtl_30,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 2, 2]",2,4,18,72,9.0
6,StreamingFIFO_rtl_31,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 2]",2,4,8,32,4.0
6,StreamingFIFO_rtl_32,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 1, 4]",4,8,8,64,8.0
6,StreamingFIFO_rtl_33,StreamingFIFO_rtl,32,auto,UINT8,"[1, 18, 18, 1, 4]",4,128,8,1024,128.0
6,StreamingFIFO_rtl_34,StreamingFIFO_rtl,128,auto,UINT8,"[1, 18, 18, 4, 1]",1,128,8,1024,128.0
6,StreamingFIFO_rtl_35,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 36, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_36,StreamingFIFO_rtl,2,auto,UINT8,"[1, 16, 16, 2, 18]",18,36,8,288,36.0
6,StreamingFIFO_rtl_37,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 2, 2]",2,4,19,76,9.5
6,StreamingFIFO_rtl_38,StreamingFIFO_rtl,2,auto,INT19,"[1, 16, 16, 4, 1]",1,2,19,38,4.75
6,StreamingFIFO_rtl_39,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 4, 1]",1,2,4,8,1.0
6,StreamingFIFO_rtl_40,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 2, 2]",2,4,4,16,2.0
6,StreamingFIFO_rtl_41,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 1, 16]",16,32,18,576,72.0
6,StreamingFIFO_rtl_42,StreamingFIFO_rtl,2,auto,INT18,"[1, 16, 16, 2, 8]",8,16,18,288,36.0
6,StreamingFIFO_rtl_43,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 2, 8]",8,16,8,128,16.0
6,StreamingFIFO_rtl_44,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_45,StreamingFIFO_rtl,2,auto,INT9,"[1, 16, 16, 16, 1]",1,2,9,18,2.25
6,StreamingFIFO_rtl_46,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_47,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 16, 1]",1,2,4,8,1.0
6,StreamingFIFO_rtl_48,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 16, 1]",1,2,4,8,1.0
6,StreamingFIFO_rtl_49,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 16, 1]",1,2,4,8,1.0
6,StreamingFIFO_rtl_50,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 2, 8]",8,16,4,64,8.0
6,StreamingFIFO_rtl_51,StreamingFIFO_rtl,2,auto,UINT4,"[1, 16, 16, 1, 16]",16,32,4,128,16.0
6,StreamingFIFO_rtl_52,StreamingFIFO_rtl,2,auto,INT14,"[1, 16, 16, 2, 2]",2,4,14,56,7.0
6,StreamingFIFO_rtl_53,StreamingFIFO_rtl,2,auto,INT14,"[1, 16, 16, 1, 4]",4,8,14,112,14.0
6,StreamingFIFO_rtl_54,StreamingFIFO_rtl,2,auto,INT14,"[1, 16, 16, 4, 1]",1,2,14,28,3.5
6,StreamingFIFO_rtl_55,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 2, 2]",2,4,8,32,4.0
6,StreamingFIFO_rtl_56,StreamingFIFO_rtl,32,auto,UINT8,"[1, 16, 16, 4, 1]",1,32,8,256,32.0
6,StreamingFIFO_rtl_57,StreamingFIFO_rtl,2,auto,INT8,"[1, 16, 16, 1, 4]",4,8,8,64,8.0
6,StreamingFIFO_rtl_58,StreamingFIFO_rtl,32,auto,INT8,"[1, 32, 32, 4]",4,128,8,1024,128.0
6,StreamingFIFO_rtl_59,StreamingFIFO_rtl,2,auto,UINT8,"[1, 31, 31, 4, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_60,StreamingFIFO_rtl,2,auto,UINT8,"[1, 31, 31, 1, 4]",4,8,8,64,8.0
6,StreamingFIFO_rtl_61,StreamingFIFO_rtl,588,auto,INT8,"[1, 34, 34, 1, 4]",4,2352,8,18816,2352.0
6,StreamingFIFO_rtl_62,StreamingFIFO_rtl,52,auto,UINT8,"[1, 33, 33, 1, 4]",4,208,8,1664,208.0
6,StreamingFIFO_rtl_63,StreamingFIFO_rtl,4624,auto,INT8,"[1, 34, 34, 4, 1]",1,4624,8,36992,4624.0
6,StreamingFIFO_rtl_64,StreamingFIFO_rtl,3776,auto,UINT8,"[1, 33, 33, 4, 1]",1,3776,8,30208,3776.0
6,StreamingFIFO_rtl_65,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 36, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_66,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 16, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_67,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 3, 12]",12,24,8,192,24.0
6,StreamingFIFO_rtl_68,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 1, 16]",16,32,8,256,32.0
6,StreamingFIFO_rtl_69,StreamingFIFO_rtl,2,auto,INT18,"[1, 32, 32, 1, 4]",4,8,18,144,18.0
6,StreamingFIFO_rtl_70,StreamingFIFO_rtl,2,auto,INT18,"[1, 32, 32, 2, 2]",2,4,18,72,9.0
6,StreamingFIFO_rtl_71,StreamingFIFO_rtl,2,auto,INT14,"[1, 32, 32, 1, 4]",4,8,14,112,14.0
6,StreamingFIFO_rtl_72,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 2, 2]",2,4,8,32,4.0
6,StreamingFIFO_rtl_73,StreamingFIFO_rtl,2,auto,UINT4,"[1, 32, 32, 1, 4]",4,8,4,32,4.0
6,StreamingFIFO_rtl_74,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
6,StreamingFIFO_rtl_75,StreamingFIFO_rtl,2,auto,INT10,"[1, 32, 32, 1, 4]",4,8,10,80,10.0
6,StreamingFIFO_rtl_76,StreamingFIFO_rtl,124,auto,INT8,"[1, 32, 32, 1, 4]",4,496,8,3968,496.0
6,StreamingFIFO_rtl_77,StreamingFIFO_rtl,4096,auto,INT8,"[1, 32, 32, 4, 1]",1,4096,8,32768,4096.0
6,StreamingFIFO_rtl_78,StreamingFIFO_rtl,2,auto,INT9,"[1, 32, 32, 4, 1]",1,2,9,18,2.25
7,StreamingFIFO_rtl_0,StreamingFIFO_rtl,2,auto,INT9,"[1, 32, 32, 4, 1]",1,2,9,18,2.25
7,StreamingFIFO_rtl_1,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_2,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_3,StreamingFIFO_rtl,535,auto,UINT8,"[1, 32, 32, 4, 1]",1,535,8,4280,535.0
7,StreamingFIFO_rtl_4,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_5,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 1, 4]",4,8,8,64,8.0
7,StreamingFIFO_rtl_6,StreamingFIFO_rtl,4096,auto,INT8,"[1, 32, 32, 4, 1]",1,4096,8,32768,4096.0
7,StreamingFIFO_rtl_7,StreamingFIFO_rtl,2,auto,INT13,"[1, 32, 32, 1, 1]",1,2,13,26,3.25
7,StreamingFIFO_rtl_8,StreamingFIFO_rtl,94,auto,UINT8,"[1, 32, 32, 1, 1]",1,94,8,752,94.0
7,StreamingFIFO_rtl_9,StreamingFIFO_rtl,1156,auto,UINT8,"[1, 34, 34, 1, 1]",1,1156,8,9248,1156.0
7,StreamingFIFO_rtl_10,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 9, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_11,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 1, 9]",9,18,8,144,18.0
7,StreamingFIFO_rtl_12,StreamingFIFO_rtl,2,auto,INT16,"[1, 32, 32, 1, 1]",1,2,16,32,4.0
7,StreamingFIFO_rtl_13,StreamingFIFO_rtl,2,auto,UINT8,"[1, 32, 32, 1, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_14,StreamingFIFO_rtl,2,auto,INT17,"[1, 32, 32, 1, 4]",4,8,17,136,17.0
7,StreamingFIFO_rtl_15,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 1, 4]",4,8,8,64,8.0
7,StreamingFIFO_rtl_16,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_17,StreamingFIFO_rtl,2,auto,INT9,"[1, 32, 32, 4, 1]",1,2,9,18,2.25
7,StreamingFIFO_rtl_18,StreamingFIFO_rtl,2,auto,INT8,"[1, 32, 32, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_19,StreamingFIFO_rtl,3426,auto,UINT8,"[1, 32, 32, 4, 1]",1,3426,8,27408,3426.0
7,StreamingFIFO_rtl_20,StreamingFIFO_rtl,2,auto,UINT8,"[1, 63, 63, 4, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_21,StreamingFIFO_rtl,32,auto,UINT8,"[1, 63, 63, 1, 4]",4,128,8,1024,128.0
7,StreamingFIFO_rtl_22,StreamingFIFO_rtl,2197,auto,UINT8,"[1, 65, 65, 1, 4]",4,8788,8,70304,8788.0
7,StreamingFIFO_rtl_23,StreamingFIFO_rtl,16900,auto,UINT8,"[1, 65, 65, 4, 1]",1,16900,8,135200,16900.0
7,StreamingFIFO_rtl_24,StreamingFIFO_rtl,2,auto,UINT8,"[1, 64, 64, 16, 1]",1,2,8,16,2.0
7,StreamingFIFO_rtl_25,StreamingFIFO_rtl,2,auto,UINT8,"[1, 64, 64, 1, 16]",16,32,8,256,32.0
7,StreamingFIFO_rtl_26,StreamingFIFO_rtl,2,auto,INT19,"[1, 64, 64, 1, 5]",5,10,19,190,23.75
7,StreamingFIFO_rtl_27,StreamingFIFO_rtl,2,auto,INT19,"[1, 64, 64, 5, 1]",1,2,19,38,4.75
7,StreamingFIFO_rtl_28,StreamingFIFO_rtl,2,auto,INT20,"[1, 64, 64, 5, 1]",1,2,20,40,5.0
