alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,n_binary_vars,n_layers
0.25,Optimal,6.590909090909091,7.2727272727272725,49.99007286458334,69.65237499999999,80.72916666666667,1395,7984137,100.0,79.84137,40635,88
