alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,n_binary_vars,n_layers
0.5,Optimal,5.7272727272727275,6.954545454545454,49.985419732638874,19.871794871794872,36.68981481481482,634,17321988,100.0,173.21988,40635,88
