class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75679122,742627,375258,0.9926684589428422,0.9902825176115766,0.9950659251972074,
1,LAD,530981,164412,296863,0.6971745040331826,0.7635696649232769,0.6414022448673827,0.70662378818394
2,RCA,733615,90976,188773,0.8398669932494848,0.8896713643491029,0.7953431744558602,0.8346714949706332
3,LCX,554651,146816,283937,0.7203002490170759,0.7907014870264633,0.6614106092622282,0.718216557613222
