class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75671759,774163,382621,0.9924145461692266,0.9898730634709328,0.9949691128900136,
1,LAD,511198,149189,316646,0.6869874367621647,0.7740885268789244,0.6175052304540394,0.6947552336130389
2,RCA,726028,94201,196360,0.8332616977798286,0.8851528048874048,0.7871177855739582,0.8274476792762754
3,LCX,539041,177621,299547,0.6931888763864286,0.752155130312466,0.6427959856329849,0.683457332529581
