case_id,dice_f1,precision,recall_sensitivity,boundary_f1
test_230,0.7238041537446086,0.6912583019200401,0.7595660749499412,0.6609964494300418
test_231,0.7898331193834198,0.8581789779057596,0.731570436601606,0.7238940376471285
test_232,0.40763993279652694,0.3635646687691427,0.4638760313937133,0.3458860375608861
test_233,0.7875235040367284,0.7844001322014053,0.7906718489719148,0.7357666596545044
test_234,0.6629676033646577,0.7550708388535775,0.5908909627497879,0.7022099056541148
test_235,0.71608565455635,0.8562356438307577,0.6153622062530438,0.6561523200113204
test_236,0.628096699348381,0.553051271911753,0.7267059231023092,0.6149650497726652
test_237,0.7637464730570753,0.8452399086049578,0.6965854883245084,0.7833796107805335
test_238,0.6904167466864889,0.7221775813565243,0.6613318616617709,0.7164611994591726
test_239,0.8031764038563025,0.9024856596539145,0.7235564639742402,0.7784884431468186
test_23,0.7607717041792489,0.8607809847177764,0.6815824851148807,0.7896397348057853
test_240,0.8336306868863984,0.8850828729274782,0.7878319516644738,0.8090431605399769
test_241,0.8254843403010754,0.873015873014459,0.7828612926640772,0.847907122573286
test_242,0.780278408045146,0.7783215072170562,0.7822451739815784,0.8224350408107473
test_243,0.46297497082060496,0.5351521511009817,0.40795337675647586,0.5000355506992525
test_244,0.4433388612488188,0.5814965197198912,0.35822762193968516,0.4242284912633693
test_245,0.6123256298140617,0.8834484830252826,0.46853592480409667,0.6409110255691691
test_246,0.7872511936499118,0.7879841112204717,0.786519638209904,0.7746028960775815
test_247,0.8388957055209577,0.8920929018777504,0.7916859657239558,0.8556886774098643
test_248,0.8789412697439294,0.8388824214192795,0.9230178045332099,0.870404748097085
test_249,0.858187046910995,0.9236523084847515,0.8013874902083457,0.8352582252904764
test_24,0.6175030599748903,0.8467132867109183,0.4859528014119667,0.6494965197941088
test_250,0.7859251387408277,0.8525682080173529,0.7289453510012824,0.7743921643116323
test_251,0.8266966529958812,0.8927142857130104,0.7697708795260289,0.8689336454153417
test_252,0.24032800672809046,0.36847195357714874,0.17831513260502604,0.2150026987812454
test_253,0.5059825374576846,0.49914929816992953,0.513005464479753,0.5299666309717297
test_254,0.7319513938524442,0.7892636924185806,0.6823990591919384,0.6605057641432759
test_255,0.8342894152475785,0.9218893773633351,0.7618926911696139,0.7814902719053592
test_256,0.8766774248336362,0.8554616277128204,0.8989723044750062,0.9274457086924782
test_257,0.8593705965233824,0.8921396528166723,0.8289235230140831,0.8231576482887064
test_258,0.7329250185595357,0.9403873630727572,0.6004561581345157,0.639726448668939
test_259,0.8773712199373939,0.9290637081846881,0.8311278195476224,0.9067878697638275
test_25,0.550869867779714,0.5841204250286539,0.5212009481162481,0.4762399583743531
test_260,0.8420441347265182,0.9267149552607205,0.7715501951037347,0.8632685280466182
test_261,0.8402366863898514,0.789129110839237,0.8984226035692522,0.8506465257843784
test_262,0.7106500243145479,0.7145884270567,0.7067547960652801,0.6587243283901254
test_263,0.8648398811483229,0.8857181498500328,0.844923235710431,0.8758635011144079
test_264,0.8564040158194622,0.8665093371630755,0.8465316760216053,0.8635116834206064
test_265,0.7936300530822428,0.83216304161529,0.7585076490778044,0.7777439102419865
test_266,0.654711802378175,0.9646805068725676,0.49549923833195475,0.6415251397708351
test_267,0.7657123496514218,0.8936338473669687,0.6698280972120041,0.7013188926472999
