case_id,dice_f1,precision,recall_sensitivity,boundary_f1,cldice
test_100,0.6205685435184828,0.6687958362897222,0.5788288288282362,0.6369813687783848,0.6275476398896401
test_101,0.9442314647371108,0.9571784719152997,0.931630031400326,0.9799685830762416,0.9741388668400023
test_102,0.8769806647713612,0.8918655904740443,0.8625844314024678,0.8951170407340072,0.9167678027895526
test_103,0.5242256976383592,0.8014533520843848,0.3894964684433931,0.48747266349041607,0.5211480611073044
test_104,0.8797984776294399,0.9480703410823225,0.820698814874519,0.8869657797716288,0.9050112141710671
test_105,0.7088520395607396,0.7294915940847382,0.689348262991014,0.680351587444737,0.7184871682559038
test_106,0.7851814810181335,0.9280859028657983,0.6804131157007941,0.7877338204777451,0.8028561375574391
test_107,0.5403100775186818,0.9517523896178801,0.3772325455522691,0.5668647915497366,0.5636675280980258
test_108,0.7453650361362256,0.7728062554283823,0.7198057859584872,0.7891767064962085,0.8047542690956567
test_109,0.8376335678908542,0.9223263822442657,0.7671865054093456,0.8410290187914186,0.8550855035890341
test_10,0.8833175003094117,0.8911575964656294,0.8756141500156602,0.9201171230758616,0.9095016867261172
test_110,0.716924296471885,0.950599117088605,0.5754644947816551,0.7020138938107774,0.6943026648491479
test_111,0.7233079122965641,0.8240564756969209,0.6445105117845732,0.8424759884319769,0.8249707607609397
test_112,0.8447261204159318,0.9267773520633933,0.7760218631169485,0.8427532477930356,0.8545616535171443
test_113,0.7927562368494193,0.9165942658541849,0.6983979875536894,0.8437679861778143,0.8360168998648968
test_114,0.6878517501711133,0.9458286145697512,0.5404443485757761,0.7316037362866502,0.705164667968243
test_115,0.7225564651339159,0.8897255282951427,0.608269677846881,0.7976191001547143,0.7926531251296154
test_116,0.70129645635203,0.711005958638782,0.691848567529516,0.6471119326313571,0.7296015832537223
test_117,0.8071371746784821,0.8247590291478053,0.7902525870693331,0.8468078423322069,0.8661299658083152
test_118,0.7189401108547804,0.7658410138226791,0.677452229297637,0.7613596406964214,0.7763390981595135
test_119,0.8175085295824103,0.8348062542473915,0.8009130931015801,0.7574870833608595,0.7945554571668447
test_11,0.7919438622068751,0.8509596553066481,0.7405829214242878,0.7580682226390404,0.8027792428581518
test_120,0.6252100840329566,0.8054127198895659,0.510901287552771,0.6558176009133839,0.6774395613762803
test_121,0.8054978881803955,0.8851478917544287,0.7389990805191922,0.8170649876610054,0.7991699012539946
test_122,0.8575003910513727,0.9191817572068438,0.8035766637326193,0.8950202901337135,0.8961634099443605
test_123,0.775158549717871,0.871870794075715,0.6977595863836756,0.8579473482610038,0.8254348692070056
test_124,0.7335747542675977,0.854937899432226,0.6423847059883642,0.7417679972709645,0.7651210585738154
test_125,0.7239221140464488,0.8451962110937884,0.6330833164390167,0.74952415206651,0.7415254187731857
test_126,0.8519304434092507,0.9431325889310249,0.7768117398729637,0.7748092318447837,0.8550734645868578
test_127,0.9096713821759731,0.9338833634709155,0.8866831205055405,0.95697009972307,0.9573795599908703
test_128,0.4988443759625396,0.4788315770004089,0.5206030150743305,0.5588326759833815,0.5467894003648325
test_129,0.5190104599028408,0.8115264797465653,0.38149865755337686,0.5789419942342731,0.5726858867175263
test_12,0.5328197721063508,0.7579908675764475,0.41078940856122054,0.6931468739701044,0.660981004364793
test_130,0.8209158771171329,0.940233475829546,0.7284713375791538,0.7932971857890645,0.8239432325736432
test_131,0.8320646263781015,0.8616473616459754,0.8044457795121591,0.8817584613018987,0.880194154837212
test_132,0.753186558516317,0.87144346789681,0.663190114498738,0.7439037247646461,0.7509098854204499
test_133,0.8271604938267314,0.8656894679686582,0.791914978147803,0.7711844945117122,0.8011465374892036
test_134,0.7621926408180189,0.7643698262786937,0.7600278228602364,0.7353158208569791,0.7537732060196676
test_135,0.6218918226090558,0.8066947461742259,0.5059788654053031,0.681089031407806,0.6892804892071381
test_136,0.8106779661010078,0.8890334572474182,0.7450155763228271,0.824244141415641,0.8528156548333897
test_137,0.8106119622605338,0.7646770637700949,0.8624182705581891,0.8493435729686901,0.8777300006210859
test_138,0.8335890189738929,0.8684387617751204,0.8014283496339055,0.880154789599059,0.8674536472729054
test_139,0.9150903384503222,0.9335410176515515,0.8973548494411956,0.950633967075026,0.9444826508489215
test_13,0.8069431431526175,0.7243913235938695,0.9107301869980957,0.7232057036490296,0.7952620029746839
test_140,0.7933504527628148,0.9146151449021047,0.700477326967302,0.8549608001119512,0.8400472266454991
test_141,0.8610263890724963,0.8720118184248294,0.8503143006798712,0.9304563781612327,0.9205270776939899
test_142,0.3451912935081549,0.6632277081773646,0.23331173039503136,0.3168982066755324,0.3177809096577636
test_143,0.8657080610018014,0.9318949343330845,0.8082994304305872,0.8479238004858344,0.8785935070977076
test_144,0.9039869384310822,0.9410087719287926,0.8697679132452926,0.9683866143802292,0.9674319223839559
test_145,0.6770647244739061,0.8628721541140756,0.5571008593390353,0.7649207122054118,0.7497062813459617
test_146,0.03097509602275929,0.01661350345558664,0.22851919560825376,0.03518846424549906,0.023454340820765026
test_147,0.6026987999797825,0.8832457676577886,0.45741062655849335,0.5920108210627472,0.6441668988197723
test_148,0.6965125511508602,0.9279088689976763,0.5574892452086845,0.636399945001282,0.6231466025399771
test_149,0.8257038469799991,0.9060252328724135,0.7584641200268892,0.8705294141467701,0.8609792084102413
test_14,0.7809613067339798,0.8608323494674427,0.7146532712561693,0.7218911385557262,0.7816037204286271
test_150,0.9022879191345845,0.9469031595751415,0.861687772472046,0.8519395906550883,0.85979723649922
test_151,0.8122574055155006,0.9010969087109952,0.7393632847361356,0.8163166606350807,0.8261667482599562
test_152,0.6801533219754257,0.7476591760282124,0.6238281249987816,0.7089985049572799,0.7251163198052082
test_153,0.7385819921698663,0.8986028789142706,0.6269384138227339,0.6921386398692667,0.7027195088068127
test_154,0.9169068805608992,0.9418125643654199,0.8932844932834026,0.9564349800323668,0.961502342407247
test_155,0.8140098391946442,0.856061776060454,0.7758958566618479,0.8453332430168127,0.8634489471455302
test_156,0.8647077817238503,0.8265432098758143,0.9065673662821292,0.8662603350039522,0.8641122231123297
test_157,0.6685035116149819,0.8483477306995086,0.5515735045016033,0.6334144262903059,0.6359192454622157
test_158,0.8881075491200743,0.8860916219544241,0.890132669981571,0.9115364352766946,0.9330171208735595
test_159,0.8464213596584886,0.89491163562935,0.802915824198358,0.8516842980982694,0.8249103309013444
test_15,0.5615752068034934,0.7716938840833439,0.44139194139113297,0.4995571193891343,0.4912562576173651
test_160,0.7323704333043213,0.7373122980407959,0.727494373592034,0.7155593865672976,0.7557293032408342
test_161,0.5770468358951898,0.631356595211029,0.5313405319982468,0.5908529255969605,0.6497229074673763
test_162,0.7035814071622186,0.8531827515382892,0.5986169139884763,0.6317514996664618,0.6001290049786476
test_163,0.5787785317701549,0.6275585284272541,0.5370349169999575,0.6153375258057816,0.6426570756300334
