alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,total_cycles,latency_ms_at_100mhz,n_binary_vars,n_layers
0.0,Optimal,4.068965517241379,4.0,69.89354931980589,28.248996904073326,6590464,65.90464,52407,116
0.25,Optimal,4.431034482758621,4.827586206896552,69.96799640307786,34.571539761324594,8073216,80.73216,52407,116
0.5,Optimal,4.913793103448276,5.224137931034483,69.99996485648293,37.53036523639293,9670656,96.70656,52407,116
0.75,Optimal,5.431034482758621,5.827586206896552,69.95179321436581,39.86628008513105,11997184,119.97184,52407,116
1.0,Optimal,7.275862068965517,6.844827586206897,69.84209324754435,38.71389542642025,20402176,204.02176,52407,116
