case_id,gt_vessel_px,dice_f1,precision,recall_sensitivity,accuracy
test_100_discont_000,875,0.20858895705308192,0.9902912620397776,0.11657142857009632,0.8928719723171034
test_100_discont_001,1993,0.8351810790814606,0.8204259438488847,0.8504766683349199,0.9074048442894015
test_100_discont_002,1416,0.5156249999977621,0.668918918911386,0.41949152542076634,0.8455363321787606
test_100_discont_003,2241,0.5858854860170816,0.7265521796517401,0.4908522980790234,0.7847750865041041
test_100_discont_004,1172,0.6829665851642911,0.653666146640767,0.7150170648403156,0.892318339099111
test_100_discont_005,1339,0.5118534482731043,0.9187620889570839,0.35474234503095786,0.8746020761233569
test_100_discont_006,1621,0.6031112883900953,0.8532731376878863,0.4663787785288934,0.862283737023028
test_100_discont_007,707,0.5749128919810548,0.7482993197109229,0.4667609618038648,0.9324567474035537
test_100_empty_000,0,0.0,0.0,0.0,0.9784083044969157
test_100_empty_001,1257,0.5553674229578214,0.4834905660348851,0.6523468575922646,0.8182698961926391
test_100_empty_003,0,0.0,0.0,0.0,0.9332871972305422
test_100_empty_005,0,0.0,0.0,0.0,0.9611072664346559
test_100_empty_007,0,0.0,0.0,0.0,0.9999999999986159
test_100_empty_008,0,0.0,0.0,0.0,0.9799307958463945
test_100_empty_009,193,0.1524663677112952,0.09728183118601885,0.35233160619936105,0.8953633217980688
test_100_normal_000,1372,0.92126825792333,0.9010452961609684,0.9424198250660174,0.9694117647045406
test_100_normal_001,1455,0.814984709477007,0.9181739879335215,0.7326460481049303,0.9330103806215461
test_100_normal_002,1254,0.9153876426567675,0.9036519036448823,0.9274322168985054,0.9702422145315291
test_100_normal_003,1317,0.8900722708220233,0.8917682926761299,0.8883826879203617,0.9599999999986712
test_100_normal_004,1319,0.8670565302110447,0.8924558587408311,0.8430629264530474,0.9528027681647713
test_100_normal_005,1357,0.8055198973016511,0.7134735645212423,0.9248341930661398,0.9161245674727805
test_101_discont_000,896,0.8307528029854205,0.7963152507595055,0.8683035714188805,0.9561245674727251
test_101_discont_001,1212,0.9496043315245748,0.9587888982257462,0.94059405939818,0.9832525951543485
test_101_discont_002,1102,0.9265734265693769,0.8937605396214692,0.9618874773052462,0.9767474048429388
test_101_empty_000,0,0.0,0.0,0.0,0.9999999999986159
test_101_empty_001,0,0.0,0.0,0.0,0.9999999999986159
test_101_empty_002,0,0.0,0.0,0.0,0.927750865050619
test_101_empty_004,0,0.0,0.0,0.0,0.9767474048429388
test_101_empty_005,0,0.0,0.0,0.0,0.9940484429051986
test_101_empty_006,0,0.0,0.0,0.0,0.973564013839483
test_101_empty_008,0,0.0,0.0,0.0,0.9951557093411831
test_101_normal_000,801,0.7800103039630087,0.6640350877134734,0.9450686641579892,0.9408996539779365
test_101_normal_001,1282,0.958904109585288,0.9622937941794008,0.9555382215214078,0.9854671280263178
test_101_normal_002,1174,0.9527896995667263,0.9602076124484412,0.9454855195830879,0.9847750865038273
test_101_normal_003,1412,0.9645892351240631,0.9645892351206474,0.9645892351206474,0.9861591695488081
test_101_normal_004,381,0.5321428571381059,0.4032476319295907,0.7821522309505997,0.9274740484416228
test_101_normal_005,1274,0.8963786303302389,0.8250825082453791,0.9811616954397084,0.9599999999986712
test_101_normal_006,1309,0.9365020423284943,0.9111271676234746,0.9633307868528395,0.9763321799294445
test_101_normal_007,1576,0.962401263820024,0.9584644430399091,0.9663705583695028,0.9835294117633446
test_101_normal_008,940,0.8370445344087195,0.7982625482548431,0.8797872340331937,0.9554325259502348
test_101_normal_009,1325,0.9420396184851723,0.9164882226915312,0.9690566037662713,0.9781314878879196
test_101_normal_010,1179,0.9587888982297781,0.9507923269311861,0.9669211195846742,0.9864359861578043
test_101_normal_011,1290,0.9589977220920312,0.9397321428501508,0.9790697674342709,0.9850519031128234
test_101_normal_012,1290,0.9583987441092685,0.9705882352864024,0.9465116278996395,0.9853287197218197
test_101_normal_013,1317,0.9639909977458215,0.9525574499558743,0.9757023538270638,0.9867128027668004
test_101_normal_014,1129,0.8996627318680454,0.8584070796391119,0.9450841452529223,0.9670588235280733
test_101_normal_015,983,0.916129032253518,0.8943798449525739,0.9389623601125233,0.9766089965384407
test_102_discont_000,1292,0.8657084188876152,0.9221347331502876,0.8157894736778964,0.9547404844277443
test_102_discont_001,1364,0.8920123414436338,0.8377334191832728,0.9538123167085498,0.9564013840817213
test_102_discont_002,1178,0.6163967611304838,0.7631578947272787,0.5169779286883109,0.8950865051890725
test_102_discont_003,1101,0.8168291431461425,0.9386792452719496,0.7229791098935243,0.950588235292802
test_102_discont_004,2202,0.8834175084156494,0.8231372548987328,0.9532243415033914,0.9233217993066806
test_102_discont_005,1904,0.8274845178389045,0.9435104236654774,0.7368697478952896,0.9190311418672401
test_102_discont_006,1296,0.836304700158686,0.8805460750778111,0.7962962962901521,0.9440830449813923
test_102_discont_007,2294,0.9256668124159911,0.9285087719257522,0.9228421970317227,0.9529411764692693
test_102_empty_001,0,0.0,0.0,0.0,0.9999999999986159
test_102_empty_002,0,0.0,0.0,0.0,0.9999999999986159
test_102_empty_003,0,0.0,0.0,0.0,0.9959861591681717
test_102_empty_007,0,0.0,0.0,0.0,0.9797923875418965
test_102_normal_000,1076,0.0,0.0,0.0,0.8510726643586837
test_102_normal_001,1205,0.867343104092945,0.7925824175769741,0.9576763485397704,0.9511418685107943
test_102_normal_002,2320,0.9533656889619048,0.9338569656844404,0.9737068965475272,0.9694117647045406
test_102_normal_003,1686,0.964233788889316,0.9458071876728705,0.9833926453085209,0.9829757785453523
test_102_normal_004,2461,0.831691469291906,0.8588744588707409,0.8061763510735223,0.888858131486659
test_102_normal_005,1247,0.7556427870424159,0.9734513274213217,0.6174819566911188,0.9310726643585729
test_102_normal_006,1168,0.8530526315753556,0.8392709196285065,0.8672945205405198,0.9516955017287866
test_102_normal_007,1893,0.9386567953438957,0.9396506087827441,0.9376650818756596,0.9678892733550618
test_102_normal_008,1491,0.8659549228918566,0.7761828814419129,0.9792085848358203,0.9374394463654845
test_102_normal_009,1515,0.946619217078788,0.9282994923798966,0.9656765676503917,0.977162629756433
test_102_normal_010,2012,0.7582865884733343,0.7785340314095365,0.7390656063581558,0.8687889273344377
test_102_normal_011,1076,0.0,0.0,0.0,0.8510726643586837
test_102_normal_012,1185,0.681793027112995,0.9903536977332741,0.5198312236243052,0.9204152249122209
test_102_normal_013,1120,0.8900782214866609,0.8258212375796348,0.9651785714199539,0.9630449826976291
test_102_normal_014,1550,0.9161094224896167,0.866091954018011,0.9722580645098564,0.9617993079571463
test_102_normal_015,1619,0.9708255741745164,0.9756706175859285,0.9660284125944039,0.9869896193757965
test_103_discont_000,737,0.3704474505684657,0.794642857107382,0.2415196743522182,0.9162629757772786
test_103_discont_001,1635,0.7205298013221175,0.7855595667813318,0.6654434250723826,0.8831833910022379
test_103_discont_002,1753,0.4176732358537264,0.47164393395210596,0.37478608100185523,0.7464359861581364
test_103_discont_003,758,0.4304985337218153,0.38753959872874827,0.48416886542896875,0.8656055363309819
test_103_discont_004,1334,0.7047108387563972,0.7204385277938885,0.6896551724086233,0.8932871972305976
test_103_discont_005,1722,0.43630252100693684,0.5179569034276301,0.3768873402997858,0.7678892733553385
test_103_discont_006,1436,0.6709723717234626,0.6920799407794813,0.6511142061235995,0.8730795847738781
test_103_discont_007,1366,0.7447698744745904,0.6645605973540233,0.8469985358649561,0.8902422145316398
test_103_empty_000,0,0.0,0.0,0.0,0.9652595155695983
test_103_empty_002,0,0.0,0.0,0.0,0.9526643598602731
test_103_empty_003,0,0.0,0.0,0.0,0.9999999999986159
test_103_empty_004,0,0.0,0.0,0.0,0.9731487889259888
test_103_empty_006,0,0.0,0.0,0.0,0.9757785467114523
test_103_empty_008,0,0.0,0.0,0.0,0.9565397923862193
test_103_empty_011,0,0.0,0.0,0.0,0.9977854671266467
test_104_discont_000,1161,0.8121739130399471,0.8200175592553116,0.8044788974952242,0.940207612455446
test_104_discont_001,540,0.6947368420979502,0.8048780487608567,0.6111111110997942,0.9598615916941732
test_104_discont_002,1043,0.7955133735944974,0.7231372548962892,0.8839884947182745,0.9343944636665268
test_104_discont_003,1367,0.9262622593500681,0.9199134199067828,0.9326993416171713,0.971903114185506
test_104_discont_004,693,0.7933753943155097,0.8747826086804386,0.7258297258192521,0.9637370242201194
test_104_discont_005,1831,0.9317727661977397,0.9760765550180858,0.8913162206395887,0.9669204152235752
test_104_discont_006,1762,0.9443800695221773,0.9644970414144113,0.9250851305282345,0.9734256055349849
test_104_discont_007,961,0.8183887118761112,0.7273462783112675,0.9354838709580074,0.9447750865038826
test_104_empty_000,0,0.0,0.0,0.0,0.9999999999986159
test_104_empty_001,0,0.0,0.0,0.0,0.9994463667806236
test_104_empty_005,0,0.0,0.0,0.0,0.9999999999986159
test_104_empty_006,0,0.0,0.0,0.0,0.9868512110712985
test_104_empty_008,0,0.0,0.0,0.0,0.9977854671266467
test_104_empty_010,0,0.0,0.0,0.0,0.9540484429052539
test_104_normal_000,1388,0.9570596797636206,0.9669117646987728,0.9474063400508113,0.9836678200678427
test_104_normal_001,961,0.8554968794966131,0.7941176470517459,0.9271592091474802,0.9583391003446944
test_104_normal_002,1930,0.9546666666641209,0.9835164835110797,0.9274611398915676,0.9764705882339426
test_104_normal_003,1367,0.9160688665677329,0.8986629134349144,0.9341623994079433,0.9676124567460656
test_104_normal_004,1568,0.8849669082858967,0.8747663551347367,0.8954081632595957,0.9494809688568173
test_104_normal_005,866,0.8523886204999872,0.7963891674945197,0.9168591223912603,0.9619377162616444
test_104_normal_006,1371,0.9323254139635265,0.9203980099437072,0.9445660102046349,0.9739792387529772
test_104_normal_007,1535,0.9001058948079771,0.9822804314254062,0.8306188925027321,0.9608304498256598
test_104_normal_008,1587,0.9614168247913935,0.9650793650732377,0.9577819785698943,0.9831141868498504
test_104_normal_009,2035,0.9506361323131027,0.9857519788866188,0.9179361179316072,0.9731487889259888
test_104_normal_010,1761,0.9250288350607698,0.9396602226072662,0.9108461101595069,0.9640138408291156
test_104_normal_011,939,0.8435374149618876,0.7756925826561601,0.9243876464225305,0.9554325259502348
test_104_normal_012,1354,0.9117647058790009,0.9077598828630472,0.9158050221498095,0.9667820069190771
test_104_normal_013,1297,0.9071481208514843,0.8687367678132059,0.9491133384660825,0.9651211072651001
test_104_normal_014,1500,0.9539607312086867,0.9690508940786173,0.9393333333270711,0.9811764705868773
test_104_normal_015,1540,0.956692913382688,0.9668435013198485,0.946753246747099,0.9817301038048696
test_105_discont_000,1524,0.8979310344796624,0.9462209302256817,0.8543307086558115,0.9590311418671847
test_105_discont_001,1458,0.4906043676968482,0.9452054794335576,0.331275720162337,0.8611764705870434
test_105_discont_002,2009,0.7231071350627906,0.6437451437426428,0.8247884519620469,0.8243598615905545
test_105_discont_003,1150,0.43669527896761434,0.5700280111964982,0.3539130434751834,0.8546712802756337
test_105_discont_004,1334,0.7344514325620739,0.6878272251263886,0.7878560719581121,0.8948096885800764
test_105_discont_005,1023,0.8146618482146895,0.8632385120255663,0.7712609970599095,0.9503114186838059
test_105_discont_006,967,0.8333333333289101,0.8560523445926276,0.8117890382542731,0.9565397923862193
test_105_discont_007,1148,0.6272103933575345,0.5354282193435895,0.7569686411083888,0.857024221452101
test_105_empty_000,0,0.0,0.0,0.0,0.998200692040141
test_105_empty_004,0,0.0,0.0,0.0,0.9820069204138657
test_105_empty_005,0,0.0,0.0,0.0,0.9937716262962024
test_105_empty_008,0,0.0,0.0,0.0,0.9987543252581332
test_105_empty_010,0,0.0,0.0,0.0,0.9429757785454077
test_105_normal_000,1294,0.7961967755237859,0.8559999999923912,0.7442040185413895,0.9317647058810633
test_105_normal_001,1737,0.772111039377753,0.8787656135130143,0.6885434657415743,0.9022837370229726
test_105_normal_002,1017,0.8583509513696705,0.9279999999893943,0.7984267453215493,0.962906574393131
test_105_normal_003,1789,0.7663434469791481,0.87002840908473,0.6847400782521815,0.8966089965385514
test_105_normal_004,1180,0.8019925280165962,0.7860048820115053,0.8186440677896726,0.9339792387530326
test_105_normal_005,1993,0.7143705463161688,0.874909090902728,0.6036126442518635,0.8668512110714646
test_105_normal_006,1722,0.6608695652153389,0.7102803738270342,0.6178861788582005,0.8488581314867144
test_106_discont_000,1809,0.9227594339595437,0.988629185085353,0.8651188501886948,0.9637370242201194
