stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_115,confidence blend,0.4507175099370405,0.41083271923309894,0.4991792269803027,0.9688987731933224
test_116,6x6 only,0.36284139154656686,0.3136503067481226,0.4303321809703437,0.9616432189941039
test_116,5x5 only,0.3998367457993335,0.3651838966198246,0.4417555989772407,0.9663429260253538
test_116,OR (6x6 | 5x5),0.3664993394978248,0.2825945241197175,0.5212686006305106,0.9542655944823855
test_116,confidence blend,0.3789344009852917,0.3210185764972646,0.46234781301598926,0.9615364074706664
test_117,6x6 only,0.5363838871354482,0.5288250366027372,0.5441619585682258,0.9618911743163695
test_117,5x5 only,0.5773537951054991,0.565393988626622,0.5898305084740209,0.9650154113769163
test_117,OR (6x6 | 5x5),0.60470439655829,0.5205190922676175,0.7213747645944243,0.9617919921874633
test_117,confidence blend,0.6036442516266362,0.5596942880124218,0.655084745762095,0.9651489257812131
test_118,6x6 only,0.45718041406476684,0.36430292238361334,0.6136203246284163,0.9684944152831662
test_118,5x5 only,0.47106529209589615,0.38583652330512735,0.6046224417773384,0.9706420898437129
test_118,OR (6x6 | 5x5),0.41377446210378754,0.2982852689007807,0.6751940719818715,0.9586334228515259
test_118,confidence blend,0.44305634424856893,0.3448580689516306,0.6194424841202903,0.9663276672362913
test_119,6x6 only,0.6378971043009292,0.5605929586157374,0.739931518016077,0.9803466796874626
test_119,5x5 only,0.645080618624123,0.5408298388870659,0.7991195173637712,0.979427337646447
test_119,OR (6x6 | 5x5),0.5903119868633648,0.4609396464873514,0.8206424262174782,0.9733505249023066
test_119,confidence blend,0.6566959385286384,0.5668601208094671,0.7803684982866781,0.9809112548827751
test_12,6x6 only,0.5023901310713166,0.42229423201500677,0.6199809705031019,0.975379943847619
test_12,5x5 only,0.5010153756886415,0.4047814367743996,0.6572787821110233,0.9737548828124628
test_12,OR (6x6 | 5x5),0.4644113010788987,0.3407776492567481,0.7288296860119338,0.9663009643554319
test_12,confidence blend,0.5142485172859003,0.41477073853644286,0.6764985727865338,0.9743804931640253
test_120,6x6 only,0.5261832829805348,0.4491725768316686,0.6350653296860603,0.9712829589843379
test_120,5x5 only,0.4636775695207254,0.3884441707713583,0.5750531753257748,0.9665985107421505
test_120,OR (6x6 | 5x5),0.48711943793885654,0.37045832343831986,0.7110300820408523,0.9624061584472289
test_120,confidence blend,0.5024315027870345,0.41206225680893765,0.6435733819497971,0.9679946899413693
test_121,6x6 only,0.61541131551509,0.5498811123740825,0.6986733219483795,0.9746398925780878
test_121,5x5 only,0.6232970399952819,0.534133533382845,0.7481938788903872,0.9737358093261347
test_121,OR (6x6 | 5x5),0.5801963213568188,0.45524564420813934,0.7996847497690797,0.9663925170898069
test_121,confidence blend,0.6311641398934753,0.5410020641766363,0.7573886772615823,0.9742927551269159
test_122,6x6 only,0.5429885057465023,0.44658725656939574,0.6924655526218338,0.9848327636718374
test_122,5x5 only,0.4993394980180543,0.35687311178202813,0.8311345646413628,0.9783134460448845
test_122,OR (6x6 | 5x5),0.4531274372169294,0.3086813303577636,0.8516564057436188,0.9732513427734003
test_122,confidence blend,0.5604282478890669,0.4318578454697258,0.7980064497191498,0.9837112426757437
test_123,6x6 only,0.48720107780356414,0.46994801819286885,0.5057692307683466,0.9767684936523064
test_123,5x5 only,0.4497383640867187,0.3709677419350625,0.5709790209780228,0.9695129394530879
test_123,OR (6x6 | 5x5),0.4744800345612081,0.36668892492572097,0.6720279720267972,0.9675178527831662
test_123,confidence blend,0.5156106519738938,0.45849210669507556,0.5889860139849843,0.9758529663085564
test_124,6x6 only,0.6182096962614565,0.5598386670189369,0.6901695467878299,0.9601058959960571
test_124,5x5 only,0.586280108353252,0.5320930232554604,0.6527551353108471,0.9568862915038697
test_124,OR (6x6 | 5x5),0.5942525542486667,0.47821550996051554,0.7846429735891876,0.9498558044433231
test_124,confidence blend,0.6446944755976105,0.5795875886290381,0.7262797522002556,0.9625358581542601
test_125,6x6 only,0.5620849696532937,0.46768060836446324,0.7042404723551543,0.9766044616698846
test_125,5x5 only,0.4548731814082304,0.35525389643000976,0.6321345500078152,0.9676971435546505
test_125,OR (6x6 | 5x5),0.4599813994198479,0.33128447596506594,0.7521918053305561,0.9623451232909789
test_125,confidence blend,0.5369267008448545,0.4381006218197421,0.6933261764167233,0.9745025634765253
test_126,6x6 only,0.6691685607059916,0.7056856187287036,0.6362448487281956,0.9522476196288698
test_126,5x5 only,0.5530797980084583,0.6396753118190195,0.4871343853651185,0.9402427673339485
test_126,OR (6x6 | 5x5),0.6796884304802936,0.646062582076418,0.7170067343448,0.9487037658691044
test_126,confidence blend,0.6617970066913568,0.6728292480262397,0.6511207156494868,0.9494857788085574
test_127,6x6 only,0.7101953956274375,0.6464735405471106,0.7878527739019338,0.9771423339843377
test_127,5x5 only,0.6479111686497794,0.6044221478998472,0.6981435776363363,0.9730262756347284
