alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,total_cycles,latency_ms_at_100mhz,n_binary_vars,n_layers
0.0,Optimal,4.0,4.0,99.79395440119096,29.175651608195622,5484544,54.84544,45387,104
0.25,Optimal,4.019230769230769,4.384615384615385,99.97806450763039,33.72151876660908,8802304,88.02304,45387,104
0.5,Optimal,4.134615384615385,4.5576923076923075,99.93981122399957,27.778630452762535,14929920,149.29919999999998,45387,104
0.75,Optimal,4.230769230769231,4.653846153846154,99.97380365894895,30.111692368950624,23416832,234.16832000000002,45387,104
1.0,Optimal,4.403846153846154,4.846153846153846,99.46699447753885,28.316515605736665,99831808,998.31808,45387,104
