alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,target_fps,fps,bottleneck_node,n_binary_vars,n_layers,n_zero_sensitivity_layers,zero_sensitivity_layers
1.0,Optimal,7.622222222222222,6.977777777777778,49.87977879513887,49.69891474358971,8.680555555555555,150,30094595,100.0,300.94595,250.0,254.31315104166666,up4.skip_resize_conv.0,44322,90,0,
