mean_branch_purity,impure_branch_frac,n_branches,n_components_LAD,largest_component_ratio_LAD,n_components_RCA,largest_component_ratio_RCA,n_components_LCX,largest_component_ratio_LCX,spur_count,spur_density,n_fp_components,n_catheter_like_fp,catheter_like_fp_pixel_frac
0.9939541275200549,0.020810738766799477,10.806666666666667,2.53,0.8631934927153283,1.4133333333333333,0.8926823780901433,2.8733333333333335,0.7985922027334127,5.323333333333333,0.3127268287342188,11.506666666666666,7.223333333333334,0.4666035865715314
