class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75702484,784368,351896,0.9925511025110902,0.989745061020422,0.9953731001422927,
1,LAD,529007,173514,298837,0.6913474889977183,0.7530123654666444,0.6390177376413837,0.7023641213243526
2,RCA,705824,87470,216564,0.8227911699254242,0.8897382307189908,0.765213771211239,0.81796488452112
3,LCX,529816,130717,308772,0.7068355389591587,0.8021037556034172,0.631795351233256,0.7027252680166756
