class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity
0,Background,75634883,730717,419497,0.9924536533858619,0.9904313329562,0.9944842492963586
1,LAD,530392,171240,297452,0.6935604089243591,0.7559404360120298,0.640690758162158
2,RCA,732222,94631,190166,0.8371882433581145,0.8855528128941796,0.793832964002125
3,LCX,551469,197646,287119,0.6946752635725908,0.7361606695901065,0.6576161356947553
