case_id,territory,pred_fg_px,leaked_px,territory_leakage_rate,n_components,mean_purity,area_weighted_purity,n_mixed_components,mixed_px_fraction,gt_components,pred_components,pred_noise_islands,component_ratio,branch_n_endpoints,branch_n_paths,branch_n_inconsistent_paths,branch_inconsistent_path_rate,branch_skipped
test_1,LAD_LCX,5661,0,0.0,9,0.999482843327386,0.9964670552905847,1,0.7590531708178767,1,9,1,9.0,18,3,0,0.0,False
test_10,LAD_LCX,12243,0,0.0,7,1.0,1.0,0,0.0,1,7,0,7.0,16,0,0,,False
test_100,LAD_LCX,5282,0,0.0,8,0.9356277429319471,0.8939795531995456,2,0.8017796289284362,2,8,1,4.0,19,9,2,0.2222222222222222,False
test_101,RCA,7000,0,0.0,4,1.0,1.0,0,0.0,1,4,2,4.0,0,0,0,,False
test_102,LAD_LCX,15742,0,0.0,5,1.0,1.0,0,0.0,1,5,1,5.0,15,0,0,,False
test_103,LAD_LCX,5041,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,17,0,0,,False
test_104,RCA,8507,0,0.0,5,1.0,1.0,0,0.0,1,5,2,5.0,0,0,0,,False
test_105,LAD_LCX,9204,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,11,0,0,,False
test_106,LAD_LCX,9346,0,0.0,5,1.0,1.0,0,0.0,2,5,1,2.5,16,0,0,,False
test_107,LAD_LCX,1244,0,0.0,1,1.0,1.0,0,0.0,2,1,0,0.5,3,0,0,,False
test_108,LAD_LCX,4279,0,0.0,4,1.0,1.0,0,0.0,1,4,1,4.0,13,0,0,,False
test_109,LAD_LCX,5318,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,4,0,0,,False
test_11,LAD_LCX,14029,0,0.0,5,1.0,1.0,0,0.0,1,5,0,5.0,18,0,0,,False
test_110,LAD_LCX,5847,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,10,0,0,,False
test_111,LAD_LCX,1903,0,0.0,5,1.0,1.0,0,0.0,2,5,0,2.5,11,0,0,,False
test_112,RCA,7491,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,0,0,0,,False
test_113,LAD_LCX,5655,0,0.0,5,1.0,1.0,0,0.0,2,5,2,2.5,9,0,0,,False
test_114,RCA,4256,4256,1.0,7,1.0,1.0,0,0.0,1,7,2,7.0,12,0,0,,False
test_115,LAD_LCX,4621,0,0.0,4,1.0,1.0,0,0.0,1,4,0,4.0,9,0,0,,False
test_116,LAD_LCX,2219,0,0.0,3,1.0,1.0,0,0.0,1,3,1,3.0,7,0,0,,False
test_117,LAD_LCX,8612,0,0.0,3,1.0,1.0,0,0.0,1,3,0,3.0,12,0,0,,False
test_118,LAD_LCX,3413,0,0.0,6,1.0,1.0,0,0.0,2,6,0,3.0,12,0,0,,False
