case_id,mean_branch_purity,impure_branch_frac,n_branches,n_components_LAD,largest_component_ratio_LAD,n_components_RCA,largest_component_ratio_RCA,n_components_LCX,largest_component_ratio_LCX,spur_count,spur_density,n_fp_components,n_catheter_like_fp,catheter_like_fp_pixel_frac
test_43,0.985632183908046,0.1,10,1,1.0,0,,3,0.984725891677675,2,0.18181818181818182,7,3,0.0526711813393529
test_44,1.0,0.0,5,0,,0,,2,0.9830848623853211,2,0.3333333333333333,2,1,0.20270270270270271
test_45,1.0,0.0,9,0,,6,0.9887476833465714,0,,3,0.25,2,0,0.0
test_46,0.979539641943734,0.041666666666666664,24,5,0.5875281743050338,0,,14,0.4111459968602826,14,0.45161290322580644,11,3,0.665465032444124
test_47,1.0,0.0,20,0,,9,0.8965364120781527,0,,9,0.32142857142857145,20,12,0.4757192174913694
test_48,0.9760479041916168,0.3333333333333333,6,3,0.997776233495483,0,,2,0.9886363636363636,4,0.4,9,8,0.7849162011173184
test_49,1.0,0.0,12,7,0.7753459474724654,0,,0,,7,0.4117647058823529,12,4,0.1083223249669749
test_5,1.0,0.0,16,0,,9,0.8328901887795799,0,,3,0.12,10,4,0.39076034648700675
test_50,1.0,0.0,3,0,,0,,1,1.0,2,0.6666666666666666,1,1,1.0
test_51,1.0,0.0,12,1,1.0,0,,4,0.6326794314577705,4,0.3076923076923077,19,14,0.7787763567231247
test_52,1.0,0.0,12,0,,2,0.9872618283022907,0,,1,0.05555555555555555,15,10,0.4209230769230769
test_53,1.0,0.0,3,0,,1,1.0,0,,0,0.0,11,9,0.780952380952381
test_54,0.9939540507859734,0.09523809523809523,21,10,0.6818082550775278,0,,2,0.992,13,0.4482758620689655,19,13,0.1988155668358714
test_55,1.0,0.0,4,0,,2,0.8553933903707431,0,,0,0.0,10,7,0.8444278234854151
test_56,1.0,0.0,16,1,1.0,0,,6,0.8745166521142572,4,0.21052631578947367,16,7,0.08943747470659652
test_57,1.0,0.0,8,2,0.9992395437262357,0,,5,0.5576284180935344,4,0.2857142857142857,9,4,0.1658653846153846
test_58,1.0,0.0,6,1,1.0,0,,1,1.0,1,0.16666666666666666,12,5,0.1991991991991992
test_59,1.0,0.0,6,0,,5,0.9909083256166344,0,,2,0.2857142857142857,12,11,0.9030303030303031
test_6,0.9936507936507937,0.08695652173913043,23,6,0.8045112781954887,0,,8,0.8924528301886793,17,0.4722222222222222,21,8,0.1024506466984343
test_60,1.0,0.0,2,0,,2,0.9991396263520157,0,,1,0.5,5,5,1.0
test_61,1.0,0.0,11,0,,0,,3,0.9929294859545194,0,0.0,11,7,0.3023255813953488
test_62,0.9586092715231788,0.15384615384615385,13,6,0.6884955752212389,0,,8,0.713128976286871,13,0.65,11,8,0.5700836820083682
test_63,0.9528571428571428,0.058823529411764705,17,1,1.0,0,,8,0.9352346999405823,11,0.44,12,4,0.11755725190839694
test_64,1.0,0.0,12,7,0.40676428663988595,0,,0,,4,0.26666666666666666,10,7,0.7720786733513305
test_65,1.0,0.0,8,1,1.0,0,,4,0.9613060532174281,2,0.18181818181818182,15,10,0.7015250544662309
test_66,1.0,0.0,13,1,1.0,0,,7,0.5785123966942148,9,0.45,9,4,0.18088386433710174
test_67,1.0,0.0,10,1,1.0,0,,14,0.7515247944842217,6,0.3157894736842105,10,2,0.04151291512915129
test_68,1.0,0.0,6,5,0.828185955786736,0,,0,,1,0.14285714285714285,11,8,0.7713414634146342
test_69,1.0,0.0,4,1,1.0,0,,4,0.9553380238605078,6,0.6666666666666666,9,4,0.4233983286908078
test_7,1.0,0.0,6,2,0.947198275862069,0,,2,0.7266187050359713,6,0.6,11,6,0.3786764705882353
test_70,1.0,0.0,2,0,,2,0.8632377340602039,0,,0,0.0,6,5,0.7101449275362319
test_71,1.0,0.0,4,0,,5,0.8849568746829021,0,,4,0.5714285714285714,7,3,0.40594059405940597
test_72,1.0,0.0,5,6,0.9692307692307692,0,,2,0.5953488372093023,5,0.38461538461538464,1,1,1.0
test_73,1.0,0.0,9,0,,0,,5,0.613944782405241,3,0.2727272727272727,19,11,0.2185430463576159
test_74,1.0,0.0,17,10,0.8476607513251901,0,,0,,5,0.25,11,3,0.26611472501478417
test_75,1.0,0.0,13,1,1.0,0,,11,0.5848794063079777,3,0.1875,19,11,0.20645863570391873
test_76,1.0,0.0,5,0,,3,0.8916526138279932,0,,5,0.5555555555555556,1,1,1.0
test_77,1.0,0.0,19,4,0.7806925498426023,0,,5,0.9329320722269991,6,0.23076923076923078,15,11,0.5
test_78,1.0,0.0,9,6,0.9301457725947522,0,,0,,3,0.25,7,7,1.0
test_79,1.0,0.0,9,0,,2,0.9999112767278857,0,,0,0.0,19,10,0.08000972762645914
test_8,1.0,0.0,7,0,,0,,6,0.9925047696920142,0,0.0,9,4,0.2182468694096601
test_80,0.9934782608695653,0.07692307692307693,13,3,0.8115273775216139,0,,9,0.899672988881622,4,0.21052631578947367,18,10,0.3080906148867314
test_81,1.0,0.0,3,7,0.7888869534924229,0,,0,,1,0.14285714285714285,16,14,0.7815845824411135
test_82,1.0,0.0,19,0,,0,,17,0.4942848623397277,15,0.42857142857142855,21,10,0.3867731367731368
test_83,1.0,0.0,11,3,0.5202108963093146,0,,6,0.788298803618325,2,0.14285714285714285,15,11,0.8667687595712098
test_84,1.0,0.0,8,7,0.6266866566716641,0,,0,,1,0.1111111111111111,20,13,0.24210526315789474
test_85,1.0,0.0,12,6,0.7999657475595137,0,,0,,8,0.4,16,11,0.7631759069130732
test_86,1.0,0.0,5,0,,4,0.8638009912314144,0,,0,0.0,16,14,0.752866745749308
test_87,1.0,0.0,8,8,0.6345565749235474,0,,0,,4,0.36363636363636365,8,3,0.23045267489711935
test_88,1.0,0.0,5,2,0.9952718676122931,0,,0,,3,0.6,4,2,0.044642857142857144
test_89,1.0,0.0,8,0,,0,,4,0.910183715128147,1,0.1,7,6,0.8097345132743363
test_9,1.0,0.0,6,0,,3,0.9580221234754657,0,,3,0.3333333333333333,16,12,0.9679370840895342
test_90,1.0,0.0,15,5,0.8323453130789181,0,,0,,8,0.38095238095238093,20,13,0.23938761308281142
test_91,1.0,0.0,1,0,,1,1.0,0,,0,0.0,5,5,1.0
test_92,1.0,0.0,10,1,1.0,0,,5,0.9460309777347532,4,0.3333333333333333,9,6,0.4424552429667519
test_93,0.9333333333333333,0.18,50,0,,14,0.4544282029234738,14,0.49266409266409267,25,0.29411764705882354,7,6,0.7773109243697479
test_94,1.0,0.0,3,2,0.9376686454398273,0,,0,,2,0.4,6,4,0.24040920716112532
test_95,1.0,0.0,7,1,1.0,0,,1,1.0,4,0.4444444444444444,11,5,0.20828402366863905
test_96,1.0,0.0,4,0,,1,1.0,0,,0,0.0,10,8,0.7468671679197995
test_97,1.0,0.0,3,2,0.9992360580595875,0,,2,0.9989882638607851,1,0.25,10,3,0.20175438596491227
test_98,1.0,0.0,1,0,,1,1.0,0,,0,0.0,10,6,0.5107033639143731
test_99,1.0,0.0,1,0,,1,1.0,0,,0,0.0,6,3,0.4201954397394137
