class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75554994,794460,499386,0.9915104104270762,0.9895944246045294,0.993433829846486,
1,LAD,517539,247039,310305,0.650002323504695,0.676894966896763,0.6251648861379605,0.6455031486437615
2,RCA,723578,146742,198810,0.807245797977134,0.8313930508318683,0.7844616365347252,0.8011264970845576
3,LCX,488048,170800,350540,0.6518448868599349,0.7407596289280571,0.5819878176172258,0.6519112515473705
