case_id,territory,pred_fg_px,leaked_px,territory_leakage_rate,n_components,mean_purity,area_weighted_purity,n_mixed_components,mixed_px_fraction,gt_components,pred_components,pred_noise_islands,component_ratio,branch_n_endpoints,branch_n_paths,branch_n_inconsistent_paths,branch_inconsistent_path_rate,branch_skipped
test_1,LAD_LCX,7635,0,0.0,5,1.0,1.0,0,0.0,1,5,0,5.0,14,0,0,,False
test_10,LAD_LCX,12241,0,0.0,3,1.0,1.0,0,0.0,1,3,0,3.0,9,0,0,,False
test_100,LAD_LCX,9166,0,0.0,4,0.9121601434120108,0.8716997599825442,1,0.3651538293694087,2,4,1,2.0,11,6,0,0.0,False
test_101,RCA,6552,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,0,0,0,,False
test_102,LAD_LCX,16721,0,0.0,5,1.0,1.0,0,0.0,1,5,0,5.0,16,0,0,,False
test_103,LAD_LCX,5678,0,0.0,13,1.0,1.0,0,0.0,1,13,3,13.0,27,0,0,,False
test_104,RCA,8222,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,0,0,0,,False
test_105,LAD_LCX,6097,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,12,0,0,,False
test_106,LAD_LCX,10184,0,0.0,1,1.0,1.0,0,0.0,2,1,0,0.5,6,0,0,,False
test_107,LAD_LCX,2383,0,0.0,8,0.9579831932773109,0.9664288711707931,1,0.09987410826689047,2,8,2,4.0,20,6,0,0.0,False
test_108,LAD_LCX,4684,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,6,0,0,,False
test_109,LAD_LCX,4655,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,6,0,0,,False
test_11,LAD_LCX,10230,0,0.0,3,1.0,1.0,0,0.0,1,3,0,3.0,7,0,0,,False
test_110,LAD_LCX,6395,0,0.0,4,0.9736047480216576,0.9207193119624707,1,0.7508991399530883,1,4,0,4.0,11,9,6,0.6666666666666666,False
test_111,LAD_LCX,894,0,0.0,6,1.0,1.0,0,0.0,2,6,1,3.0,13,0,0,,False
test_112,RCA,6910,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,0,0,0,,False
test_113,LAD_LCX,5436,0,0.0,4,1.0,1.0,0,0.0,2,4,0,2.0,11,0,0,,False
test_114,RCA,4874,362,0.07427164546573656,6,0.9703375942313995,0.9257283545342634,1,0.4173163725892491,1,6,0,6.0,7,0,0,,False
test_115,LAD_LCX,4369,0,0.0,8,1.0,1.0,0,0.0,1,8,2,8.0,14,0,0,,False
test_116,LAD_LCX,4131,0,0.0,4,0.917675021607606,0.8155410312273057,1,0.5601549261679981,1,4,1,4.0,10,8,6,0.75,False
test_117,LAD_LCX,7964,0,0.0,1,1.0,1.0,0,0.0,1,1,0,1.0,4,0,0,,False
test_118,LAD_LCX,3866,0,0.0,6,1.0,1.0,0,0.0,2,6,0,3.0,13,0,0,,False
test_119,RCA,5846,0,0.0,4,1.0,1.0,0,0.0,1,4,0,4.0,0,0,0,,False
test_12,LAD_LCX,1120,0,0.0,8,1.0,1.0,0,0.0,2,8,2,4.0,15,0,0,,False
test_120,LAD_LCX,4022,0,0.0,4,1.0,1.0,0,0.0,1,4,0,4.0,10,0,0,,False
test_121,RCA,6317,0,0.0,5,1.0,1.0,0,0.0,1,5,1,5.0,0,0,0,,False
test_122,RCA,2473,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,0,0,0,,False
test_123,LAD_LCX,3110,0,0.0,6,1.0,1.0,0,0.0,1,6,1,6.0,14,0,0,,False
test_124,LAD_LCX,8963,0,0.0,2,0.8471398186499497,0.6953029119714381,1,0.9966529063929488,2,2,0,1.0,7,6,0,0.0,False
test_125,LAD_LCX,3615,0,0.0,6,1.0,1.0,0,0.0,1,6,2,6.0,12,0,0,,False
test_126,RCA,16936,0,0.0,3,1.0,1.0,0,0.0,1,3,1,3.0,0,0,0,,False
test_127,RCA,8540,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,0,0,0,,False
test_128,LAD_LCX,5075,0,0.0,5,1.0,1.0,0,0.0,1,5,0,5.0,14,0,0,,False
test_129,LAD_LCX,1943,0,0.0,1,1.0,1.0,0,0.0,1,1,0,1.0,4,0,0,,False
test_13,RCA,9758,751,0.07696249231399876,8,0.9332261543377536,0.9772494363599098,2,0.6430621028899365,2,8,3,4.0,15,0,0,,False
test_130,RCA,12163,0,0.0,3,1.0,1.0,0,0.0,1,3,2,3.0,0,0,0,,False
test_131,LAD_LCX,6684,0,0.0,5,1.0,1.0,0,0.0,1,5,1,5.0,17,0,0,,False
test_132,LAD_LCX,5929,0,0.0,2,1.0,1.0,0,0.0,1,2,1,2.0,5,0,0,,False
test_133,LAD_LCX,9384,0,0.0,7,1.0,1.0,0,0.0,1,7,1,7.0,13,0,0,,False
test_134,LAD_LCX,12386,0,0.0,2,1.0,1.0,0,0.0,1,2,0,2.0,8,0,0,,False
