stem,n_patches,oversample_blend_dice,oversample_or_dice,grid_blend_dice,blend_px_outside_coverage,or_px_outside_coverage,blend_minus_grid
test_236,50,0.7576106631555392,0.7321455763661244,0.5635730281160963,0,0,0.19403763503944282
test_108,50,0.6675949132083285,0.7081858573682445,0.5678955096989196,0,0,0.09969940350940898
test_31,50,0.371009670375184,0.5557904205079578,0.3583246667295271,0,0,0.01268500364565689
test_85,50,0.546440358321117,0.6133705475806662,0.39783406983232844,0,0,0.1486062884887886
test_225,50,0.5312676409706257,0.6023274950037603,0.4793869549717955,0,0,0.05188068599883022
