stem,threshold,view,dice_f1,precision,recall_sensitivity,accuracy
test_104,0.5,6x6 only,0.8028884728532747,0.8425957112374058,0.7667552104610065,0.9859428405761342
test_104,0.5,5x5 only,0.8184197282331059,0.8064868081721815,0.8307110747846028,0.9862365722655874
test_104,0.5,OR (6x6 | 5x5),0.8287664827453339,0.7640972581472977,0.9053943604404316,0.9860305786132436
test_104,0.5,confidence blend,0.8677719369182836,0.8587434973981004,0.8769922353893778,0.9900207519530871
test_104,0.25,6x6 only,0.794665580779398,0.7918441874611565,0.7975071516134067,0.9846115112304311
test_104,0.25,5x5 only,0.8069535151744107,0.7613265675962655,0.8583980384135079,0.9846649169921499
test_104,0.25,OR (6x6 | 5x5),0.8013992826458834,0.7072293864785406,0.9244993870035507,0.9828910827636343
test_104,0.25,confidence blend,0.8239627941240392,0.7500209573302455,0.9140784634236676,0.985416412353478
test_105,0.5,6x6 only,0.4720537161377763,0.5268761629103506,0.42756480161024446,0.9565086364745728
test_105,0.5,5x5 only,0.4691661544763014,0.6023937919234481,0.3841959567147184,0.9604644775390259
test_105,0.5,OR (6x6 | 5x5),0.5114446080966079,0.48666666666629793,0.5388809663614303,0.953182220458948
test_105,0.5,confidence blend,0.4671525608604952,0.5711687681855344,0.39518496770372014,0.9590034484862915
test_105,0.25,6x6 only,0.49584785508347495,0.5090106007062641,0.48334871235594046,0.9553031921386353
test_105,0.25,5x5 only,0.4842256902758779,0.5662623539975671,0.4229510947064651,0.9590263366698852
test_105,0.25,OR (6x6 | 5x5),0.5141519783513077,0.45575364667717616,0.5897156278830721,0.94931793212887
test_105,0.25,confidence blend,0.5141181071566233,0.48157374166570327,0.551379917791669,0.9526062011718386
test_106,0.5,6x6 only,0.548955790615464,0.6824662813095544,0.4591353943868953,0.9555931091308228
test_106,0.5,5x5 only,0.6229797473428422,0.8170629076364221,0.503402683258472,0.9641380310058225
test_106,0.5,OR (6x6 | 5x5),0.6150804661485103,0.6615683056027295,0.5746969991570583,0.9576644897460572
test_106,0.5,confidence blend,0.5783998203725101,0.6843177189403309,0.5008749756947949,0.9570236206054322
test_106,0.25,6x6 only,0.5562056607911372,0.6381639674409346,0.49290297491704393,0.9537048339843386
test_106,0.25,5x5 only,0.6466494944444094,0.7947457947450437,0.5450774515519183,0.9649391174316038
test_106,0.25,OR (6x6 | 5x5),0.6170901599134644,0.6227722772273117,0.6115107913665101,0.9553337097167603
test_106,0.25,confidence blend,0.607080360748214,0.6313431791134378,0.5846133903684071,0.955459594726526
test_107,0.5,6x6 only,0.3830273214439225,0.424289606850089,0.3490792634101696,0.9732093811034784
test_107,0.5,5x5 only,0.37198879551790953,0.37183999999940504,0.3721377101675386,0.9700660705566035
test_107,0.5,OR (6x6 | 5x5),0.3743954862974379,0.3224574800412791,0.44627702161657923,0.9644699096679319
test_107,0.5,confidence blend,0.3858590935742767,0.40460295151018166,0.3687750200154223,0.972034454345666
test_107,0.25,6x6 only,0.36010815969432153,0.3577184389313356,0.3625300240186349,0.9693069458007443
test_107,0.25,5x5 only,0.380675029868294,0.35665314117761765,0.40816653322592766,0.9683609008788693
test_107,0.25,OR (6x6 | 5x5),0.3575351560140277,0.2869043006583815,0.47429943955088183,0.9593925476073852
test_107,0.25,confidence blend,0.3605947955388023,0.3006305439774493,0.4504403522811042,0.9619445800780883
test_108,0.5,6x6 only,0.5444453131103554,0.5155463429071431,0.5767765446404228,0.9777717590331658
test_108,0.5,5x5 only,0.594903516438785,0.5006790402891572,0.73281431174303,0.9770164489745721
test_108,0.5,OR (6x6 | 5x5),0.5371685606057427,0.41790220093892816,0.7516978631758295,0.9701690673827754
test_108,0.5,confidence blend,0.6017793323697044,0.5562271577163955,0.6554580089437544,0.9800224304198845
test_108,0.25,6x6 only,0.5343290074671686,0.475116039194849,0.6104025178058466,0.9754981994628533
test_108,0.25,5x5 only,0.5659985333655793,0.4484361382778653,0.7671028656604819,0.9729080200194941
test_108,0.25,OR (6x6 | 5x5),0.5057249866235924,0.373508258910635,0.7828391585211482,0.9647598266601194
test_108,0.25,confidence blend,0.5361761621807432,0.4135142420698953,0.7622991552082785,0.9696273803710567
test_109,0.5,6x6 only,0.6519839825259969,0.5821865857616402,0.7407969116217554,0.9781188964843377
test_109,0.5,5x5 only,0.6547469815922314,0.6277834008089224,0.6841307045351108,0.980037689208947
test_109,0.5,OR (6x6 | 5x5),0.6477494018802382,0.543003731342777,0.8025644560860299,0.9758491516112908
test_109,0.5,confidence blend,0.6583727586001644,0.5711390352649258,0.7770577691978808,0.9776878356933221
test_109,0.25,6x6 only,0.6397013067824632,0.542402148886663,0.7795395008951062,0.9757041931151971
test_109,0.25,5x5 only,0.6598656697499303,0.6105053347395819,0.7179098304140109,0.9795227050780876
test_109,0.25,OR (6x6 | 5x5),0.6201744763095542,0.4992430613957113,0.818419964151636,0.9722633361816035
test_109,0.25,confidence blend,0.6298141303762227,0.5149789768741109,0.8105611471104225,0.9736366271972284
test_11,0.5,6x6 only,0.44009927555660044,0.48072977725638866,0.40580158337431604,0.9363174438476205
test_11,0.5,5x5 only,0.4480981917231308,0.4773124519328271,0.4222538347350184,0.9358482360839486
test_11,0.5,OR (6x6 | 5x5),0.4898914905766734,0.45501803522148576,0.5305541810981379,0.9318542480468394
test_11,0.5,confidence blend,0.4533075185542261,0.47389016327049394,0.43443839683298213,0.9353713989257455
test_11,0.25,6x6 only,0.453910128703648,0.46438045939795247,0.44390153389383724,0.9341239929198862
test_11,0.25,5x5 only,0.45948498394495385,0.46788049749937943,0.45138545274588604,0.9345016479491831
test_11,0.25,OR (6x6 | 5x5),0.49930937356105975,0.44413394362782743,0.5701385452742639,0.9294776916503551
test_11,0.25,confidence blend,0.4929613082692706,0.4516760208019918,0.5425531914890261,0.9311637878417613
test_110,0.5,6x6 only,0.5105610361311441,0.5495049504943337,0.4767717870459175,0.9691505432128537
test_110,0.5,5x5 only,0.5295419340559141,0.5185827283557063,0.5409743415841065,0.967559814453088
test_110,0.5,OR (6x6 | 5x5),0.5144076840979361,0.45058213648300277,0.5992991974673908,0.961814880371057
test_110,0.5,confidence blend,0.5446731234863531,0.5863417177106915,0.5085339663156906,0.9713058471679317
test_110,0.25,6x6 only,0.5325139664801494,0.5264553186783094,0.538713688255297,0.968078613281213
test_110,0.25,5x5 only,0.5246947976290336,0.47539930236783967,0.5853961794952126,0.9642066955566038
test_110,0.25,OR (6x6 | 5x5),0.5130683066108003,0.41960051731540476,0.6601107720123656,0.9577140808105103
