stem,threshold,view,dice_f1,precision,recall_sensitivity,accuracy
test_156,0.25,5x5 only,0.7287726868888907,0.6476913821622441,0.8330592900659318,0.9755439758300408
test_156,0.25,OR (6x6 | 5x5),0.7106381256825514,0.6108946709332052,0.849308443755828,0.9727210998534784
test_156,0.25,confidence blend,0.7330043393173091,0.6542872332341046,0.8332527323717639,0.9760589599609002
test_157,0.5,6x6 only,0.40184177480098515,0.46788692732538945,0.352135637430427,0.9509391784667606
test_157,0.5,5x5 only,0.3523058460481946,0.37147505422959914,0.3350179328331146,0.942352294921839
test_157,0.5,OR (6x6 | 5x5),0.429742079226453,0.40033771898937565,0.4638082817081319,0.9423942565917609
test_157,0.5,confidence blend,0.3986136742132607,0.44506985626651413,0.3609390283661877,0.9490318298339482
test_157,0.25,6x6 only,0.4101366545578576,0.43680913780357694,0.3865340723831215,0.9479675292968388
test_157,0.25,5x5 only,0.3675142913461985,0.35588302664705207,0.37993152918130096,0.9388008117675423
test_157,0.25,OR (6x6 | 5x5),0.43113813834550785,0.3741753628401258,0.5085588522982486,0.9371948242187143
test_157,0.25,confidence blend,0.42765166844471225,0.3897270837521694,0.47375285295038,0.9406547546386359
test_158,0.5,6x6 only,0.710553203911319,0.6055479537248345,0.8596150450276185,0.9848709106444936
test_158,0.5,5x5 only,0.6284543170695303,0.5022720067626522,0.8393077873903597,0.9785614013671501
test_158,0.5,OR (6x6 | 5x5),0.6023447780831425,0.4554500226137897,0.8891047148138989,0.9746398925780878
test_158,0.5,confidence blend,0.7041684696374555,0.5951481165420027,0.8620872329138936,0.9843521118163686
test_158,0.25,6x6 only,0.6860617787293994,0.5635785649403229,0.8765671905335042,0.9826698303222281
test_158,0.25,5x5 only,0.5959004392382894,0.4552148382883258,0.8624404026119329,0.9747314453124628
test_158,0.25,OR (6x6 | 5x5),0.5624071731115229,0.40843720038318276,0.9027017481884113,0.969654083251916
test_158,0.25,confidence blend,0.5953696086493152,0.4461470717741557,0.8945788451335077,0.9737319946288691
test_159,0.5,6x6 only,0.6401959783603959,0.6658174097657474,0.6164733634749199,0.9731063842773066
test_159,0.5,5x5 only,0.6508831616718782,0.6188956837714978,0.6863573815601667,0.971424102783166
test_159,0.5,OR (6x6 | 5x5),0.6280527339526137,0.5605277370568933,0.7140750933745684,0.9671745300292599
test_159,0.5,confidence blend,0.6764587928611006,0.6903007980348983,0.6631609986232915,0.975379943847619
test_159,0.25,6x6 only,0.6266176400359932,0.6093619392582805,0.6448791035967713,0.970172882080041
test_159,0.25,5x5 only,0.6392805692580262,0.5750412314453978,0.7196776095923729,0.9684791564941037
test_159,0.25,OR (6x6 | 5x5),0.6045993474971733,0.5078877005344198,0.7468055828575321,0.962089538574182
test_159,0.25,confidence blend,0.6278530143860996,0.5500036957642471,0.7313740908190176,0.966350555419885
test_16,0.5,6x6 only,0.5886878472712718,0.6101594802117393,0.5686760253226415,0.977973937988244
test_16,0.5,5x5 only,0.6053378762063187,0.5588954910863813,0.660198183318662,0.9761390686034783
test_16,0.5,OR (6x6 | 5x5),0.6036622093720011,0.5367395029985681,0.6896504266436971,0.9748992919921503
test_16,0.5,confidence blend,0.6008173443231968,0.6047970994274093,0.5968896229003621,0.9780158996581658
test_16,0.25,6x6 only,0.6013957585198174,0.5922861337240194,0.6107899807313366,0.9775581359862908
test_16,0.25,5x5 only,0.5979556039432662,0.5333980792052083,0.6802917698862093,0.9746437072753534
test_16,0.25,OR (6x6 | 5x5),0.59606501283114,0.5089103125907986,0.7192402972739895,0.9729804992675409
test_16,0.25,confidence blend,0.6086021505372708,0.5376820772635236,0.7010734929800426,0.9750061035155878
test_160,0.5,6x6 only,0.5733388361530554,0.58655632494412,0.5607039070058756,0.980281829833947
test_160,0.5,5x5 only,0.5346031746027503,0.5257571027153829,0.543752018081137,0.9776306152343377
test_160,0.5,OR (6x6 | 5x5),0.5185236575547949,0.4546228710456756,0.6033257991595038,0.9735260009765253
test_160,0.5,confidence blend,0.58287153652344,0.6072428271507921,0.5603810138834996,0.9810485839843376
test_160,0.25,6x6 only,0.5586728843356328,0.5305648322919551,0.589925734580901,0.9779777526855096
test_160,0.25,5x5 only,0.5291753498060962,0.4908864954425699,0.5739425250232904,0.975868225097619
test_160,0.25,OR (6x6 | 5x5),0.5021352539992975,0.4148499210106215,0.635938004519477,0.970203399658166
test_160,0.25,confidence blend,0.5214480874313377,0.4519299076480559,0.6162415240545427,0.9732742309569941
test_161,0.5,6x6 only,0.4638796571625772,0.4528688524585008,0.4754392255282951,0.9649238586425413
test_161,0.5,5x5 only,0.4971507777604101,0.43574514038837675,0.5787020437425855,0.9626350402831664
test_161,0.5,OR (6x6 | 5x5),0.49268157967389636,0.40062878957975845,0.6396557906051874,0.9579544067382446
test_161,0.5,confidence blend,0.5063276836155332,0.4801242901527053,0.5355563523359201,0.9666671752929318
test_161,0.25,6x6 only,0.47478648751538116,0.435702875398926,0.521572845702735,0.9631690979003539
test_161,0.25,5x5 only,0.4947884441480678,0.41110408098670426,0.6212501493956958,0.959506988525354
test_161,0.25,OR (6x6 | 5x5),0.48440739643698033,0.37495087121683807,0.6841161706696736,0.953517913818323
test_161,0.25,confidence blend,0.4949929765732498,0.3986279375270773,0.6528026771833957,0.9574851989745728
test_162,0.5,6x6 only,0.24586327929111992,0.38915343915240963,0.1796970437329835,0.9655761718749631
test_162,0.5,5x5 only,0.28933250155939527,0.29563997960186683,0.283288541411821,0.9565429687499635
test_162,0.5,OR (6x6 | 5x5),0.2892523902774512,0.2736486486483504,0.30674322013155786,0.9529266357421511
test_162,0.5,confidence blend,0.3127168502034147,0.4087145110402036,0.2532372343021583,0.9652404785155881
test_162,0.25,6x6 only,0.2590999846411772,0.3488420181961356,0.2060835572926874,0.9631958007812133
test_162,0.25,5x5 only,0.2845584045582424,0.2666595472017656,0.30503298314157706,0.9521026611327761
test_162,0.25,OR (6x6 | 5x5),0.27772898692964937,0.2406230418044574,0.3283655020763152,0.9466667175292607
test_162,0.25,confidence blend,0.2894632206757799,0.27051704002519317,0.31126313217650714,0.9522819519042605
test_163,0.5,6x6 only,0.5082823790992171,0.5485961123103568,0.47348798674350295,0.9662551879882444
test_163,0.5,5x5 only,0.5134430069741184,0.5283225594384482,0.4993786246887951,0.9651374816894163
test_163,0.5,OR (6x6 | 5x5),0.5805136953840486,0.5351214398038309,0.6343206296596579,0.9662322998046506
test_163,0.5,confidence blend,0.502567464219107,0.531791907513836,0.4763877381933757,0.9652633666991819
test_163,0.25,6x6 only,0.5184991638793277,0.5233122362863678,0.5137738193863776,0.9648513793944944
test_163,0.25,5x5 only,0.5290296590963648,0.5148485739483339,0.5440140845064788,0.9643211364745725
test_163,0.25,OR (6x6 | 5x5),0.5816113407098691,0.509379621701168,0.6777133388559675,0.9640846252441038
test_163,0.25,confidence blend,0.5785054575983867,0.5263113223556898,0.6421913835950267,0.9655303955077756
test_164,0.5,6x6 only,0.5650731007260157,0.672789406235214,0.4870882944170603,0.9815025329589468
test_164,0.5,5x5 only,0.532877604166233,0.5624463150651736,0.506262563784589,0.9781036376952752
test_164,0.5,OR (6x6 | 5x5),0.5481481481477252,0.5470506699514137,0.5492500386569519,0.9776611328124627
test_164,0.5,confidence blend,0.5589292130789085,0.6668810289374772,0.48105767743856337,0.9812698364257437
test_164,0.25,6x6 only,0.5722117526121533,0.6414442097164559,0.5164682232866608,0.9809494018554313
test_164,0.25,5x5 only,0.5459592843919293,0.5445316105206206,0.5473944642020298,0.9775390624999627
test_164,0.25,OR (6x6 | 5x5),0.5555154750735477,0.5206924533398422,0.5953301376208515,0.9764976501464471
test_164,0.25,confidence blend,0.5534542647622127,0.5525585696662261,0.5543528684079877,0.9779319763183221
test_165,0.5,6x6 only,0.7051824171498154,0.8808500184241729,0.5879314585549004,0.9771270751952752
test_165,0.5,5x5 only,0.7312818027619427,0.8941692344146785,0.6185947364100856,0.978847503662072
test_165,0.5,OR (6x6 | 5x5),0.8244701104197553,0.8517482517475071,0.798884971713701,0.9841728210448842
test_165,0.5,confidence blend,0.764297928937505,0.9085262563513172,0.6595884233822582,0.9810714721679313
test_165,0.25,6x6 only,0.7163964997844803,0.8594538779246679,0.6141674182170909,0.9773750305175408
test_165,0.25,5x5 only,0.7537056026844626,0.8733931079173886,0.662867918340032,0.9798431396484001
test_165,0.25,OR (6x6 | 5x5),0.8324579618090336,0.8268359754118191,0.8381569238330424,0.9843025207519155
test_165,0.25,confidence blend,0.8254328458560996,0.8467109233547316,0.8051979995074156,0.9841537475585561
test_166,0.5,6x6 only,0.49218554116151597,0.49132321041173754,0.49305090421927905,0.9536437988280886
test_166,0.5,5x5 only,0.5708481921181913,0.6193554706625336,0.5293871399861609,0.9637336730956663
test_166,0.5,OR (6x6 | 5x5),0.512609172369272,0.46735608410860574,0.5675653047550505,0.9508247375487918
test_166,0.5,confidence blend,0.525080413804866,0.5460133791352865,0.5056932350966965,0.9583206176757446
test_166,0.25,6x6 only,0.48524823255243676,0.4592897196258248,0.514316811787915,0.9502830505370731
test_166,0.25,5x5 only,0.5688018979831516,0.5757289879926452,0.562039517749027,0.961174011230432
test_166,0.25,OR (6x6 | 5x5),0.5023311248990422,0.4320689863110221,0.5998827863357334,0.9458427429198858
test_166,0.25,confidence blend,0.5140789915337657,0.4635146950027147,0.5770261219017272,0.9502983093261356
test_167,0.5,6x6 only,0.7236236547974935,0.8038748366258138,0.657941102441066,0.969532012939416
test_167,0.5,5x5 only,0.7410341505189519,0.855906355617133,0.6533475962744442,0.9723167419433223
test_167,0.5,OR (6x6 | 5x5),0.785298467541211,0.7854220431794641,0.7851749307822897,0.9739723205566034
test_167,0.5,confidence blend,0.7744345442080964,0.850316074653183,0.7109866599542468,0.9748916625976191
test_167,0.25,6x6 only,0.7360242312501692,0.7718547161988869,0.703372766171216,0.9694137573241818
test_167,0.25,5x5 only,0.7593959272923467,0.8308163875591874,0.6992826579406624,0.9731369018554316
test_167,0.25,OR (6x6 | 5x5),0.7863319469792088,0.7496149238400652,0.8268311099919287,0.9727592468261347
test_167,0.25,confidence blend,0.7889465875368481,0.7753341433774147,0.8030455575127089,0.9739532470702753
test_168,0.5,6x6 only,0.4545132115619307,0.506722024514617,0.41205787781284237,0.9765319824218377
test_168,0.5,5x5 only,0.5444999999995462,0.5652249134938317,0.5252411575554257,0.9791488647460563
test_168,0.5,OR (6x6 | 5x5),0.5504042009254816,0.48261238337515733,0.6403536977481666,0.9751777648925409
test_168,0.5,confidence blend,0.557910802102291,0.5902404018647466,0.5289389067515612,0.9801101684569938
test_168,0.25,6x6 only,0.47427652733080844,0.4742765273304272,0.4742765273304272,0.9750518798827753
test_168,0.25,5x5 only,0.5577525001904284,0.5310364878608358,0.5872990353688308,0.9779014587401971
test_168,0.25,OR (6x6 | 5x5),0.538191395961032,0.44118856672790335,0.6898713826355468,0.9719085693359004
test_168,0.25,confidence blend,0.5490750084086451,0.4720647773273891,0.6561093247577876,0.9744300842284784
test_169,0.5,6x6 only,0.6321941444948056,0.5857658586894422,0.6866158868326845,0.9747924804687128
test_169,0.5,5x5 only,0.5595436689444333,0.5041698991461363,0.6285817918019241,0.9687767028808224
test_169,0.5,OR (6x6 | 5x5),0.5907955418905694,0.490155440414117,0.7434409382169708,0.9675064086913693
test_169,0.5,confidence blend,0.6187637969091507,0.5691948421153729,0.677789868213423,0.9736480712890253
test_169,0.25,6x6 only,0.6356630067564212,0.5641337955583583,0.7279651795421013,0.9736709594726191
test_169,0.25,5x5 only,0.5512484897298876,0.4722677477784247,0.6619513964446113,0.9659957885741819
test_169,0.25,OR (6x6 | 5x5),0.5746808320683088,0.45552331752851494,0.778261395235427,0.9636535644530883
test_169,0.25,confidence blend,0.5909991508630101,0.48456718496133316,0.7573449401514237,0.9669265747069943
test_17,0.5,6x6 only,0.3355958958166254,0.27024278632226995,0.4426400166553349,0.9678878784179318
test_17,0.5,5x5 only,0.5191005600597516,0.4336592178764893,0.6464709556513711,0.9780540466308221
test_17,0.5,OR (6x6 | 5x5),0.4549958180528501,0.3292364990685947,0.736206537579146,0.9676856994628537
test_17,0.5,confidence blend,0.4539115776565367,0.35911736178423964,0.616697897146332,0.9728126525878534
test_17,0.25,6x6 only,0.3350334027725486,0.2557578416316563,0.4855298771590974,0.9646873474120725
test_17,0.25,5x5 only,0.5166550197992726,0.41196136701286284,0.6926920674563967,0.9762535095214471
test_17,0.25,OR (6x6 | 5x5),0.43737154266226,0.30459676100089594,0.7753487403689874,0.9634513854980101
test_17,0.25,confidence blend,0.44816636573037283,0.3196837804225265,0.7493233395778695,0.9661903381347288
test_170,0.5,6x6 only,0.5516014234873051,0.43670973062092033,0.7485276796222042,0.9605865478515259
test_170,0.5,5x5 only,0.6570633331702441,0.5611810826586361,0.7924617196692667,0.9732093811034784
test_170,0.5,OR (6x6 | 5x5),0.5634102180585046,0.4230905651451743,0.8429917550048963,0.957687377929651
test_170,0.5,confidence blend,0.5541481419341691,0.43030224075011053,0.7780918727906029,0.9594497680663696
test_170,0.25,6x6 only,0.526155327342536,0.3989536439953772,0.7724381625432597,0.9549407958984011
test_170,0.25,5x5 only,0.6473624929600866,0.5380714620061334,0.8123674911651209,0.9713363647460567
test_170,0.25,OR (6x6 | 5x5),0.5335570469796711,0.3864524992072353,0.8614840989389145,0.9512176513671512
test_170,0.25,confidence blend,0.5386168224297052,0.3945235487402001,0.8485276796220864,0.9529190063476198
test_171,0.5,6x6 only,0.5358413412387913,0.5359947643974673,0.5356880058862433,0.9566993713378541
test_171,0.5,5x5 only,0.5700858193704249,0.5698995015928018,0.5702722590135145,0.9598693847655884
test_171,0.5,OR (6x6 | 5x5),0.5789436718638226,0.5074176669741413,0.6739432589316704,0.9542617797851198
test_171,0.5,confidence blend,0.5895065434023334,0.577375352774712,0.6021584498400767,0.9608726501464476
test_171,0.25,6x6 only,0.5448204499288909,0.5127687202420194,0.5811462676800089,0.9546928405761355
test_171,0.25,5x5 only,0.5756982059849504,0.5429710144923602,0.6126236611882817,0.9578666687011352
test_171,0.25,OR (6x6 | 5x5),0.576753598589752,0.4800065196129088,0.7223448614171185,0.9505348205566043
test_171,0.25,confidence blend,0.5845016921056065,0.5059484665507826,0.6919303409363977,0.9541015624999636
test_172,0.5,6x6 only,0.6526290016522907,0.707310601033956,0.6057954545447661,0.9783515930175407
test_172,0.5,5x5 only,0.6612137862133733,0.7337860310411117,0.6017045454538617,0.9793014526366813
test_172,0.5,OR (6x6 | 5x5),0.7035649288081021,0.6650475612217516,0.7468181818173331,0.9788742065429313
test_172,0.5,confidence blend,0.7085813348739043,0.7208700764247843,0.6967045454537537,0.9807624816894157
test_172,0.25,6x6 only,0.6505509721337042,0.6607289347232382,0.64068181818109,0.9768943786620721
test_172,0.25,5x5 only,0.6659462055711659,0.7059572301416676,0.6302272727265565,0.9787750244140251
test_172,0.25,OR (6x6 | 5x5),0.6858039692179597,0.6184258582901584,0.7696590909082163,0.976325988769494
test_172,0.25,confidence blend,0.6887837345948267,0.6349343303608139,0.752613636362781,0.9771690368651971
test_173,0.5,6x6 only,0.5194997959106017,0.505561172901556,0.5342288025638905,0.9506034851073856
test_173,0.5,5x5 only,0.40075760836795626,0.4596169036330375,0.3552621537049872,0.9468955993651982
test_173,0.5,OR (6x6 | 5x5),0.5240479951599758,0.46822822822794696,0.5949782492554415,0.9459800720214483
test_173,0.5,confidence blend,0.543389610884354,0.5427070645550071,0.5440738762111393,0.9542961120605105
test_173,0.25,6x6 only,0.5192401026137006,0.47570348726387873,0.5715485003429965,0.9470977783202763
test_173,0.25,5x5 only,0.4160463525528443,0.4399999999996255,0.3945661298936163,0.9446372985839483
test_173,0.25,OR (6x6 | 5x5),0.5188068252582766,0.4381738810285393,0.635808593451396,0.9410476684569953
test_173,0.25,confidence blend,0.5259800052616003,0.46212077434240845,0.6103182477290617,0.9450149536132452
test_174,0.5,6x6 only,0.5520906560187409,0.6555154914525537,0.47685432554501533,0.9392356872558235
test_174,0.5,5x5 only,0.6718638889618711,0.7338050857204385,0.6195657453729928,0.9524726867675417
test_174,0.5,OR (6x6 | 5x5),0.6769621737853884,0.681123076166258,0.6728517996790825,0.9495697021484012
test_174,0.5,confidence blend,0.6485496669407266,0.7148122148117966,0.5935298975078479,0.9494819641112918
test_174,0.25,6x6 only,0.5616006950098926,0.6366098356615765,0.5024044299798405,0.9384002685546516
test_174,0.25,5x5 only,0.687193627450805,0.7242882514392528,0.6537135085244796,0.9532623291015261
test_174,0.25,OR (6x6 | 5x5),0.6844819061519826,0.6641688750796563,0.7060766503129615,0.9488792419433232
test_174,0.25,confidence blend,0.6819139915201256,0.6802494199532675,0.6835867294891516,0.9499168395995731
test_175,0.5,6x6 only,0.5686109013368714,0.5952934610728348,0.5442176870743671,0.9629554748534789
test_175,0.5,5x5 only,0.6787516185200345,0.7145811789031544,0.6463435374144163,0.9725532531737909
test_175,0.5,OR (6x6 | 5x5),0.6606613725255183,0.6170024352441761,0.7109693877544975,0.9672355651855099
test_175,0.5,confidence blend,0.6355148192561951,0.6402312737308938,0.630867346938239,0.9675369262694943
test_175,0.25,6x6 only,0.5650025558014291,0.5660635029015312,0.5639455782308129,0.9610443115234008
test_175,0.25,5x5 only,0.676402569592858,0.6813632441754258,0.6715136054416058,0.9711761474609004
test_175,0.25,OR (6x6 | 5x5),0.6515465471119875,0.5849286342416391,0.7352891156456333,0.9647178649901975
test_175,0.25,confidence blend,0.6573101229013075,0.6040761063203847,0.7208333333327204,0.9662818908691038
test_176,0.5,6x6 only,0.6649908777617413,0.6481979133728674,0.6826770998079724,0.9684791564941037
test_176,0.5,5x5 only,0.664153040164842,0.6346810285969546,0.6964954632475681,0.9677200317382443
test_176,0.5,OR (6x6 | 5x5),0.6362738875958549,0.5518991987274133,0.7511029717799458,0.9606475830077759
test_176,0.5,confidence blend,0.6633189672212789,0.6317216448255523,0.6982435694658301,0.9675178527831662
test_176,0.25,6x6 only,0.6554460759879402,0.6075337597721339,0.7115624739859222,0.9657173156737913
test_176,0.25,5x5 only,0.6589586639459462,0.6033349477612929,0.7258802963450213,0.9655685424804319
test_176,0.25,OR (6x6 | 5x5),0.6194170270357444,0.5132385120347301,0.7809872637969025,0.9560203552245728
test_176,0.25,confidence blend,0.6294273248821225,0.5358563406641694,0.7625905269285252,0.9588508605956665
test_177,0.5,6x6 only,0.4375747039006641,0.40537547815542035,0.47533050047158243,0.9605102539062134
test_177,0.5,5x5 only,0.4170928113792881,0.4154080318459016,0.4187913125585236,0.9621696472167601
test_177,0.5,OR (6x6 | 5x5),0.44295560803950307,0.3743380855394099,0.5423748819634768,0.9559135437011353
test_177,0.5,confidence blend,0.4602665766827173,0.43957460522028186,0.4830028328606196,0.9633903503417601
test_177,0.25,6x6 only,0.44487173000028085,0.38933663980126704,0.5188857412647322,0.9581489562987915
test_177,0.25,5x5 only,0.43551473402195856,0.40564212241531145,0.47013692162361875,0.9606132507323852
test_177,0.25,OR (6x6 | 5x5),0.4424953011722713,0.3563500072074698,0.5835694050984612,0.9524765014648073
test_177,0.25,confidence blend,0.44515703102874415,0.3706612219252625,0.5571293673270099,0.9551162719726197
test_178,0.5,6x6 only,0.3839602554996736,0.2969264544448493,0.5431726907603255,0.9867553710937124
test_178,0.5,5x5 only,0.2427849522737307,0.15637205265419302,0.5426706827281995,0.9742774963378534
test_178,0.5,OR (6x6 | 5x5),0.2720124259777963,0.16861234805612152,0.7033132530085175,0.971393585205041
test_178,0.5,confidence blend,0.38131236770429194,0.2728256166155932,0.6330321285108784,0.9843902587890249
test_178,0.25,6x6 only,0.38081893196266414,0.27600993003774316,0.6139558232900906,0.9848289489745717
test_178,0.25,5x5 only,0.23059273422540094,0.14241851676884457,0.6054216867439487,0.969299316406213
test_178,0.25,OR (6x6 | 5x5),0.2501033143232911,0.1496982289500844,0.7595381526066288,0.9653892517089475
test_178,0.25,confidence blend,0.2775275515090776,0.17150302025326125,0.7269076305184392,0.971240997314416
test_179,0.5,6x6 only,0.45531540077210153,0.4408870226998545,0.47072008966031004,0.9693336486816037
test_179,0.5,5x5 only,0.41115305649353523,0.3899007662349078,0.43485570187666733,0.9660835266112913
test_179,0.5,OR (6x6 | 5x5),0.41983695652150144,0.3522705681167088,0.5194732418036992,0.9609069824218383
test_179,0.5,confidence blend,0.4426655431497488,0.44375615936865587,0.44158027458610033,0.9697227478026973
test_179,0.25,6x6 only,0.459172189570802,0.41463414634099516,0.5144298122716245,0.9670028686523068
test_179,0.25,5x5 only,0.40378279438657483,0.3576523994808067,0.4635752311565374,0.9627227783202758
test_179,0.25,OR (6x6 | 5x5),0.4128440366970373,0.324467232814994,0.5673858223584094,0.9560546874999635
test_179,0.25,confidence blend,0.4209641255603021,0.35086899644893393,0.5260577192483524,0.9605941772460571
test_18,0.5,6x6 only,0.5669170036582255,0.6940122583670579,0.4791666666658868,0.9828414916991812
test_18,0.5,5x5 only,0.6045154090474679,0.6396003633049235,0.5730794270824006,0.9824256896972281
test_18,0.5,OR (6x6 | 5x5),0.6255332595981785,0.6077678845554072,0.6443684895822845,0.9819183349609
test_18,0.5,confidence blend,0.5752849977194936,0.6542211159496905,0.5133463541658312,0.9822349548339468
test_18,0.25,6x6 only,0.5645753154922003,0.6271624577438315,0.5133463541658312,0.9814414978026968
test_18,0.25,5x5 only,0.6123851378341091,0.6014754355664708,0.6236979166656516,0.9814949035644156
test_18,0.25,OR (6x6 | 5x5),0.6139663182341653,0.5541142557644732,0.688313802082213,0.9797134399413688
test_18,0.25,confidence blend,0.6232307692302897,0.5908693115510635,0.6593424479155935,0.9813156127929312
test_180,0.5,6x6 only,0.5364958720999391,0.39902534112982646,0.8184726109523452,0.9865074157714467
test_180,0.5,5x5 only,0.47907760072486194,0.3543503257946448,0.7393042782857285,0.9846611022948842
test_180,0.5,OR (6x6 | 5x5),0.48904624916962924,0.3380755698327397,0.8836465413799135,0.9823837280273062
test_180,0.5,confidence blend,0.5534931683416429,0.40840783716871143,0.8584566173496263,0.9867858886718374
test_180,0.25,6x6 only,0.5068445068439138,0.3582533906709258,0.8660535785651098,0.9839210510253531
test_180,0.25,5x5 only,0.45552367288324297,0.32491898345501463,0.761695321868206,0.9826278686523062
test_180,0.25,OR (6x6 | 5x5),0.4515295987281967,0.3003832430285445,0.9088364654102006,0.9789352416991813
test_180,0.25,confidence blend,0.478942844864118,0.3274570295279456,0.8912435025953969,0.9814987182616812
test_181,0.5,6x6 only,0.5479318259507995,0.6599223620742737,0.4684368737471038,0.9646873474120725
test_181,0.5,5x5 only,0.4663718873630596,0.5268692817325409,0.41833667334634406,0.9562644958495728
test_181,0.5,OR (6x6 | 5x5),0.5500888172840294,0.5443545090339756,0.5559452237804309,0.9584541320800415
test_181,0.5,confidence blend,0.5397716276366654,0.6417395306021149,0.4657648630590633,0.9637145996093381
test_181,0.25,6x6 only,0.5601815403137312,0.6288863470930343,0.5050100200396584,0.9637718200683225
test_181,0.25,5x5 only,0.4792940163579512,0.49466856228852435,0.46484635938504937,0.9538574218749636
test_181,0.25,OR (6x6 | 5x5),0.5447698101604239,0.5046276520002103,0.5918503674009754,0.9548110961913698
test_181,0.25,confidence blend,0.5568232936651712,0.5456439849318381,0.5684702738806208,0.9586601257323852
test_182,0.5,6x6 only,0.48688260295986097,0.46011080332282517,0.5169623404901433,0.9866447448730092
test_182,0.5,5x5 only,0.46319670968591237,0.42548202188529055,0.5082477435402794,0.9855613708495717
test_182,0.5,OR (6x6 | 5x5),0.4735164296217833,0.3906534493214836,0.60099595393526,0.9836196899413687
test_182,0.5,confidence blend,0.49300599486084357,0.45531241761018904,0.5375038904433941,0.9864501953124624
test_182,0.25,6x6 only,0.4959699086505965,0.436303474354913,0.5745409274803158,0.9856872558593374
test_182,0.25,5x5 only,0.4737755238216018,0.41471962616725533,0.5524431995003036,0.984958648681603
test_182,0.25,OR (6x6 | 5x5),0.46885617213989933,0.3685241231967803,0.6442577030792274,0.9821090698241812
test_182,0.25,confidence blend,0.4742415229024696,0.3838597842827738,0.6202925614671015,0.9831428527831656
test_183,0.5,6x6 only,0.6258324826208614,0.725622815916215,0.5501709401704699,0.9706382751464473
test_183,0.5,5x5 only,0.6167121249686999,0.7345540460711936,0.5314529914525372,0.9705162048339473
test_183,0.5,OR (6x6 | 5x5),0.6695377043414178,0.6890376266274519,0.6511111111105545,0.9713134765624629
test_183,0.5,confidence blend,0.6506530550965067,0.7848605577679767,0.5556410256405507,0.9733695983886347
test_183,0.25,6x6 only,0.6466691203530334,0.7002789956150853,0.6006837606832472,0.9707031249999629
test_183,0.25,5x5 only,0.6358505527307077,0.699866516068693,0.5825641025636046,0.9702186584472285
test_183,0.25,OR (6x6 | 5x5),0.6743658486283051,0.6516540454359093,0.6987179487173515,0.9698829650878535
test_183,0.25,confidence blend,0.6738490827272958,0.6823519102692933,0.6655555555549867,0.9712448120116817
test_184,0.5,6x6 only,0.6793658596531567,0.6492326965231371,0.712432339547459,0.970142364501916
test_184,0.5,5x5 only,0.7137614678896106,0.6934608216508439,0.7352865366434098,0.9738159179687128
test_184,0.5,OR (6x6 | 5x5),0.6815063494377895,0.5923247700598843,0.8023026033157468,0.966705322265588
test_184,0.5,confidence blend,0.6936227951150635,0.6319581802764679,0.7686227339111876,0.9698524475097285
test_184,0.25,6x6 only,0.6724942646939829,0.6231034230003495,0.7303892086942775,0.968414306640588
test_184,0.25,5x5 only,0.7137489394365021,0.6736577181202915,0.7589139960471183,0.9729728698730097
test_184,0.25,OR (6x6 | 5x5),0.6713586937394266,0.5685421385143827,0.8195721281890028,0.9643745422362913
test_184,0.25,confidence blend,0.6766226306717846,0.5811185792683103,0.8096915542565428,0.9656372070312131
test_185,0.5,6x6 only,0.5753996737353504,0.5199905649244958,0.6440257084419456,0.9751777648925409
test_185,0.5,5x5 only,0.6208432304033396,0.631150015091109,0.6108676599465223,0.9805145263671501
test_185,0.5,OR (6x6 | 5x5),0.5878700776081702,0.4846904919893026,0.7468594799872235,0.9726524353026972
test_185,0.5,confidence blend,0.629003142340958,0.5799531500424363,0.6871165644161743,0.9788322448730095
test_185,0.25,6x6 only,0.5667509329477749,0.4819819819814885,0.6877008472090451,0.9725418090819941
test_185,0.25,5x5 only,0.6080508474571976,0.5885972108277432,0.6288343558273023,0.9788284301757438
test_185,0.25,OR (6x6 | 5x5),0.5605612998519938,0.4387283236990597,0.7760736196307683,0.9682235717773068
test_185,0.25,confidence blend,0.5887164547030148,0.47750613469010494,0.7674554484359225,0.9719963073730098
test_186,0.5,6x6 only,0.5984450514809845,0.4694505494500335,0.8251883330098027,0.9781303405761346
test_186,0.5,5x5 only,0.5124395708050274,0.3687738650824193,0.8394823256696167,0.9684524536132443
test_186,0.5,OR (6x6 | 5x5),0.5060677612429267,0.35353690348292655,0.890090786167877,0.9656867980956663
test_186,0.5,confidence blend,0.5784509100567434,0.4408221119768747,0.8410276221733803,0.9757919311523064
test_186,0.25,6x6 only,0.5829708712267148,0.44243272981850307,0.854355804518342,0.9758605957030877
test_186,0.25,5x5 only,0.4886927142932327,0.340367390313997,0.86613869035954,0.9642066955566038
test_186,0.25,OR (6x6 | 5x5),0.4754222334255228,0.3216673488877598,0.9107591269057161,0.9603080749511352
test_186,0.25,confidence blend,0.5061326386624845,0.35195109064808516,0.9007146996312523,0.9652862548827756
test_187,0.5,6x6 only,0.4965403415219345,0.4931904161406139,0.4999360858999106,0.969745635986291
test_187,0.5,5x5 only,0.5609904607262289,0.5958608795622364,0.5299757126415314,0.9752464294433222
test_187,0.5,OR (6x6 | 5x5),0.5384903840999954,0.46348210992211036,0.6424645276739838,0.9671363830566037
test_187,0.5,confidence blend,0.568472151251553,0.5681092812452851,0.5688354851072877,0.9742279052734003
