case_id,dice_original,dice_thr0.08_cap5000,precision_added_thr0.08_cap5000,dice_thr0.05_cap20000,precision_added_thr0.05_cap20000
test_255,0.7190621814471361,0.7294635268232941,0.6325459317585301,0.7340552354456914,0.654296875
test_256,0.8840240641703843,0.8801649484528823,0.2929936305732484,0.8752964265263918,0.23754789272030652
test_257,0.8631189804447289,0.8660508083132543,0.5663716814159292,0.8630110813900811,0.42857142857142855
test_258,0.7818476499187323,0.7867582320828824,0.9928057553956835,0.7881733021074977,0.8711111111111111
test_259,0.8813051938325989,0.8699544987517467,0.14772727272727273,0.8669771503413862,0.18157894736842106
test_26,0.901070882201809,0.8942453306399618,0.1125,0.8930722891555057,0.1935483870967742
test_260,0.8926133593363648,0.8932863906756748,0.5303030303030303,0.89361445055223,0.503448275862069
test_261,0.8469721767587176,0.8439727802974368,0.27419354838709675,0.8391955772767893,0.23754789272030652
test_262,0.7266257450398304,0.7164050370875311,0.1954674220963173,0.714395557453469,0.20905172413793102
test_263,0.8309617271830035,0.8227756286261951,0.13333333333333333,0.8176636467265749,0.11019283746556474
test_264,0.8554204762378903,0.8567708333329043,0.6451612903225806,0.8588229431400514,0.639751552795031
test_265,0.8170485175195273,0.8211931581136244,0.6283185840707964,0.828834706025582,0.5933503836317136
test_266,0.5703223308483493,0.6322294991231139,0.9431372549019608,0.6484332548445495,0.8917018284106891
test_267,0.82704244254181,0.8378870673938766,0.8333333333333334,0.8387203166213082,0.7572815533980582
test_268,0.852970795568446,0.848443675888804,0.3059210526315789,0.8475429975424769,0.3137755102040816
test_269,0.599437587876426,0.602665004285356,0.967741935483871,0.5964753044394551,0.2529832935560859
test_27,0.8340397240913869,0.8340397240913869,,0.8340397240913869,
test_270,0.7602128235184596,0.7729558908618093,0.8754325259515571,0.7785490074712504,0.8503401360544217
test_271,0.8924106356745092,0.89582240866903,0.6785714285714286,0.8968641114974766,0.6557377049180327
test_272,0.6585657370504809,0.6788321167870173,0.6129032258064516,0.6777269260093866,0.5535714285714286
test_273,0.5282946918850945,0.5310817246051024,0.29953488372093023,0.5415123512277367,0.3799621928166352
test_274,0.9404380341874061,0.9403911621380813,0.4,0.9326131348389878,0.18048780487804877
test_275,0.8664277569629691,0.8713318284417354,0.6746031746031746,0.8699975940325045,0.5497382198952879
test_276,0.5695978416654838,0.5675382173581425,0.17272727272727273,0.5655430711605882,0.22565320665083136
test_277,0.8073320845594473,0.815795298596301,0.9760479041916168,0.8185668902220179,0.9297520661157025
test_278,0.669338110503173,0.6695529411761555,0.39473684210526316,0.6721080776805178,0.6132075471698113
test_279,0.7408007197477549,0.746638169026295,0.6578947368421053,0.7507168379722304,0.6264236902050114
test_28,0.5992818671451529,0.5930196461037771,0.03717472118959108,0.5864556463950569,0.05227655986509275
test_280,0.8477735588534016,0.8483809001091874,0.4725274725274725,0.8500577484877708,0.49572649572649574
test_281,0.6089447421912687,0.6108202443275367,0.46153846153846156,0.623337202034976,0.5171503957783641
test_282,0.6629736673083951,0.6765367025806708,0.5280898876404494,0.6796797560040566,0.4977238239757208
test_283,0.8709972552604754,0.8709362091253205,0.375,0.87039313975823,0.0
test_284,0.8974271012000703,0.8980486134879164,0.6,0.8957539466515406,0.34710743801652894
test_285,0.7916264478762092,0.8074324324321932,0.8462837837837838,0.8189059388541587,0.8634538152610441
test_286,0.7631644621905306,0.7711122128567417,0.9753086419753086,0.7693183666823089,0.5201465201465202
test_287,0.7530377943511665,0.7604114816652062,0.743801652892562,0.7610707204223718,0.6608187134502924
test_288,0.8259148402038949,0.8275529865117268,0.782608695652174,0.8293151474394108,0.7407407407407407
test_289,0.7773269689732831,0.7911567767254726,0.601063829787234,0.7936217637304717,0.582089552238806
test_29,0.871695680205694,0.870778477389188,0.058823529411764705,0.8828239225782337,0.6336633663366337
test_290,0.8855248174687618,0.8823685961404641,0.2079207920792079,0.8856863384408962,0.4458128078817734
test_291,0.8702958579876506,0.8619435302264207,0.26252983293556087,0.8598098728663041,0.2722419928825623
test_292,0.8830492207847525,0.8839965358489976,0.6206896551724138,0.8839066896610311,0.5032679738562091
test_293,0.8054209676281121,0.8016436829636427,0.17094017094017094,0.7995849187126948,0.205607476635514
test_294,0.8721820731307991,0.8744416339266592,0.9743589743589743,0.8762627612374385,0.6646706586826348
test_295,0.7193040323242684,0.7278519789238541,0.8165938864628821,0.7161241483721598,0.31242603550295855
test_296,0.7273796398377601,0.7280541997517825,0.4016393442622951,0.7293298520447278,0.4371584699453552
test_297,0.8297139915706883,0.8369509703776695,0.8775510204081632,0.8322646832518491,0.7798165137614679
test_298,0.45013360917123507,0.45270043609489036,0.2724458204334365,0.44894804637144786,0.06818181818181818
test_299,0.7336496802140612,0.7314114359703323,0.24242424242424243,0.7317303158882389,0.3202614379084967
test_3,0.7086268410938118,0.715108631559525,0.7405405405405405,0.7176709546374553,0.6962457337883959
