config_name,stage,f_i,f1,f2,f3,f4,f5,bottlenecks_per_stage,decoder_type,ops_flags,quant_bits,params,flops,bops,dice,dice_binary,dice_LAD,dice_RCA,dice_LCX,dice_LM,cldice,cldice_LAD,cldice_RCA,cldice_LCX,cldice_LM,n_components,epochs,converged_flag,seed,mem_elements
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage2_9,experiment_s19_prune_stage2_9,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage2.9",32.0,29939.0,769261568.0,,0.7490607870985864,0.7276827550896855,0.6874199074691383,0.870204082388814,0.7334046153439913,0.7052145431924022,0.7566128269706238,0.7035763751554197,0.8720353078916318,0.7363865111970789,0.7144531136383651,6.413333333333333,141.0,,0.0,141056.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage2_10,experiment_s19_prune_stage2_10,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage2.10",32.0,29939.0,769261568.0,,0.6733975787120174,0.721351976695419,0.6303512265347164,0.8284895161800752,0.5307100388044367,0.7040395333288416,0.6791497963373904,0.6410536477168375,0.8291255098985754,0.5321906550480985,0.7142293726860499,7.473333333333334,141.0,,0.0,132736.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_1,experiment_s19_prune_stage3_1,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.1",32.0,29939.0,769261568.0,,0.7805395322622308,0.7289904735022781,0.6825903458241576,0.9032568282040182,0.7607154792204363,0.775595475800311,0.7896374386232561,0.7014152811764502,0.906551939455272,0.764183442616631,0.7863990912446713,5.906666666666666,141.0,,0.0,147296.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_2,experiment_s19_prune_stage3_2,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.2",32.0,29939.0,769261568.0,,0.7599693069617717,0.7296708196292737,0.6577506888565773,0.907402188665556,0.7269160209740775,0.7478083293508764,0.7675288815656522,0.6727421148825122,0.9099033103220984,0.7304408374217424,0.7570292636362562,6.863333333333333,141.0,,0.0,145216.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_3,experiment_s19_prune_stage3_3,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.3",32.0,29939.0,769261568.0,,0.7462336505602486,0.7331493481502162,0.6720654877970403,0.8896451832528117,0.7082623491427092,0.7149615820484331,0.7530325535293039,0.6830457205730034,0.8908629285425352,0.7109251134918154,0.7272964515098614,6.3566666666666665,141.0,,0.0,141056.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_4,experiment_s19_prune_stage3_4,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.4",32.0,29939.0,769261568.0,,0.6985377197060998,0.7184325072129579,0.6671304139582134,0.8145776239184981,0.5954066357531853,0.7170362051945023,0.7045047098990386,0.6786076452237884,0.8169421332381617,0.5974683328669069,0.7250007282672972,7.096666666666667,141.0,,0.0,132736.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_7,experiment_s19_prune_stage3_7,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.7",32.0,29939.0,769261568.0,,0.783618299069502,0.7318852462959818,0.6790222900209671,0.9087321187031362,0.7909677593104505,0.7557510282434537,0.7917054166234245,0.6973192317155926,0.9108296151019049,0.7928169933384905,0.7658558263377103,7.723333333333334,141.0,,0.0,147296.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_8,experiment_s19_prune_stage3_8,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.8",32.0,29939.0,769261568.0,,0.7321832502727963,0.7272128258615499,0.6799936796237223,0.8831499452986364,0.6205890084156541,0.7450003677531725,0.7399396779177949,0.6938540281050541,0.8850631289204897,0.6247784268549953,0.7560631277906406,7.633333333333334,141.0,,0.0,145216.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_9,experiment_s19_prune_stage3_9,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.9",32.0,29939.0,769261568.0,,0.7019554717465855,0.7307463636055128,0.598252764987014,0.8270522251385435,0.6520063711563037,0.7305105257044805,0.7108945627376135,0.6152551922644869,0.8306666298425893,0.6559958855446519,0.7416605432987259,5.97,141.0,,0.0,141056.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage3_10,experiment_s19_prune_stage3_10,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage3.10",32.0,29939.0,769261568.0,,0.7051059832263552,0.7336140114269027,0.6500481804329769,0.850866944567681,0.5669145714488358,0.7525942364559272,0.7125452872883857,0.6656322479062144,0.8512530608161032,0.5702901416151672,0.763005698816058,6.24,141.0,,0.0,132736.0
nnUNetTrainerENet_19_reginterleaved_separable_nonneg_block_double_mid_prune_stage2_1_2_consec,experiment_s19_prune_stage2_1_2_consec,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=1,prelu_variant=nonneg_block,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=stage2.1,stage2.2",32.0,28930.0,749862912.0,,0.7346085961390506,0.6873332947480794,0.6641391626137824,0.9012740295989446,0.7451273733779527,0.6278938189655229,0.7446435935555402,0.6816035340260471,0.9066991858804856,0.7492365407146021,0.6410351136010262,6.580152671755725,141.0,,0.0,143136.0
nnUNetTrainerENetQuant_19_double_mid_ptq_int8,experiment_s19_ptq_int8,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=n/a(quant-forces-relu),prelu_variant=n/a(quant-forces-relu),leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=None",8.0,31110.0,807141376.0,25828524032.0,0.4383317745191947,0.3420138577375745,0.3249962546459221,0.5658121139535116,0.3902115535330016,0.4723071759443435,0.4409466221803572,0.3269971681137031,0.5643278945834141,0.3921002240660586,0.4803612019582529,12.25,150.0,,0.0,149376.0
nnUNetTrainerENet_20_reginterleaved_separable_double_mid_relu,20_reginterleaved_separable_double_mid_relu,4.0,16.0,32.0,32.0,16.0,4.0,"4,12,12,2,1",upsample_conv,"dilated=1,asymmetric=0,strided=1,dsc=0,context_pattern=dense_dilation_reg_interleaved_double_mid,prelu=0,prelu_variant=standard,leaky_slope=None,leaky_slope_map=None,shallow_dilation=0,separable_dilated=1,merge_dilated_pairs=0,dsc_dilated_only=0,double_projections=0,two_block_skip=0,dsc_no_projection=0,shallow_dilation_wide=0,shallow_dilation_dense=0,dsc_no_projection_context_only=0,reg_bookend_dsc=0,merge_reg_boundary=0,pruned_blocks=None",32.0,30917.0,788660224.0,,0.7642395506692874,0.7351524072019593,0.6717016746697777,0.8875355242525257,0.7443415118915298,0.753379491863316,0.7742640363855814,0.6859880182782896,0.8922186622954572,0.7499243715314422,0.7689250934371367,5.6866666666666665,150.0,False,0.0,149376.0
