alpha,status,avg_weight_bits,avg_act_bits,lut_pct_of_budget,bram_pct_of_budget,dsp_pct_of_budget,total_dsp,total_cycles,clock_mhz,latency_ms,n_binary_vars,n_layers
0.0,Optimal,6.045454545454546,6.0,48.102139236111114,99.85536858974346,99.5949074074074,1721,3785483,100.0,37.85483,40635,88
0.25,Optimal,6.590909090909091,7.2727272727272725,51.19671510416669,98.893830128205,99.5949074074074,1721,3785483,100.0,37.85483,40635,88
0.5,Optimal,6.568181818181818,7.2727272727272725,50.87161736111112,99.0540865384614,98.20601851851852,1697,4555019,100.0,45.55019,40635,88
0.75,Optimal,6.568181818181818,7.25,51.14647213541668,99.85536858974343,99.5949074074074,1721,3785483,100.0,37.85483,40635,88
1.0,Optimal,6.590909090909091,7.2727272727272725,31.136860373263907,87.03485576923065,45.486111111111114,786,12520498,100.0,125.20498,40635,88
