stem,view,dice_f1,precision,recall_sensitivity,accuracy
test_135,5x5 only,0.5818695283814844,0.5389766663173182,0.6321796759933331,0.971759796142541
test_135,OR (6x6 | 5x5),0.5819200988073812,0.47469580717625764,0.7517182130574966,0.9664268493651975
test_135,confidence blend,0.6180934377528392,0.5519436674056603,0.7022582228759177,0.9730262756347284
test_136,6x6 only,0.5653258158947385,0.43356061865921036,0.8121495327090154,0.9694137573241818
test_136,5x5 only,0.5556190041111492,0.4386043995668602,0.7577881619925891,0.9703140258788692
test_136,OR (6x6 | 5x5),0.4872807017541722,0.3391330891328821,0.8652647975064404,0.9554061889648072
test_136,confidence blend,0.5687299893273379,0.43254870129835016,0.8300623052946572,0.9691696166991818
test_137,6x6 only,0.5519313304719338,0.4548532161081022,0.7016914802395341,0.9442443847655889
test_137,5x5 only,0.576677000197686,0.49979991996770146,0.6815028451160016,0.9510345458984012
test_137,OR (6x6 | 5x5),0.5614682715053003,0.4212107028627735,0.8417647517336957,0.9356498718261361
test_137,confidence blend,0.5931600079731774,0.46729181622376736,0.8118325668401185,0.9454994201659795
test_138,6x6 only,0.5198017419755931,0.3766387726636146,0.8385343890687184,0.9619331359862914
test_138,5x5 only,0.43276747305590785,0.30820925023039386,0.7262847383935316,0.9532203674316042
test_138,OR (6x6 | 5x5),0.4120478303375152,0.2718701930232363,0.850644309888448,0.9403533935546516
test_138,confidence blend,0.47244728949349907,0.33192854447079384,0.8192827200732506,0.9550437927245728
test_139,6x6 only,0.5356049382713404,0.38085539714840866,0.9021793378790515,0.9641265869140256
test_139,5x5 only,0.5223498149375903,0.3653986589654349,0.9156546331709937,0.961601257324182
test_139,OR (6x6 | 5x5),0.4340678423955412,0.28258466485766126,0.9356180336035009,0.9440574645995733
test_139,confidence blend,0.530772923667532,0.3730346177202422,0.9196473132574952,0.9627151489257445
test_14,6x6 only,0.5508784773057509,0.49026793712803135,0.6285893285991139,0.9625549316405883
test_14,5x5 only,0.5890317597343864,0.521396396395977,0.6768299049799761,0.965496063232385
test_14,OR (6x6 | 5x5),0.5700224361291996,0.43617433682204343,0.8223869687785085,0.9546737670898073
test_14,confidence blend,0.6183062732164872,0.5150187734664754,0.7734154745736938,0.9651145935058225
test_140,6x6 only,0.4232227050009954,0.3454051607056807,0.5463007159891496,0.9762001037597283
test_140,5x5 only,0.3940551311853254,0.3021390374327704,0.5663484486859992,0.9721603393554317
test_140,OR (6x6 | 5x5),0.39535192563054755,0.2738730450779449,0.7105011933157267,0.9652633666991819
test_140,confidence blend,0.44793779580759974,0.3467678618158247,0.6324582338887054,0.9750823974609003
test_141,6x6 only,0.5594015365950022,0.4180466578022374,0.8451857282492117,0.9584350585937134
test_141,5x5 only,0.46911525239715246,0.3332476479356674,0.7920332355806549,0.9440345764159795
test_141,OR (6x6 | 5x5),0.4454056651946636,0.29529613255255693,0.9059139784935167,0.9295692443847301
test_141,confidence blend,0.5106568073073399,0.3630179344463188,0.8607038123156638,0.9485015869140263
test_142,6x6 only,0.33773605501564363,0.32232524221239467,0.35469448584162017,0.9537124633788698
test_142,5x5 only,0.23044422984051757,0.24333970681932016,0.21884672704319744,0.951362609863245
test_142,OR (6x6 | 5x5),0.3323153803440994,0.27860966715782554,0.4116702969157266,0.9449539184569952
test_142,confidence blend,0.3347774714452626,0.32872928176759253,0.3410523902323271,0.9548988342284792
test_143,6x6 only,0.630992614845215,0.5126614461504563,0.8203417412523837,0.9550170898437135
test_143,5x5 only,0.6139140037267534,0.5330177372959414,0.723759153782975,0.957321166992151
test_143,OR (6x6 | 5x5),0.5938062264869436,0.446498852082467,0.8861676159472041,0.9431610107421515
test_143,confidence blend,0.6608469539373882,0.5333266713298025,0.8685109845395699,0.9582061767577759
test_144,6x6 only,0.5880516065409697,0.49450625388674274,0.7252457687232945,0.961753845214807
test_144,5x5 only,0.5701891882037801,0.4452351132867783,0.792642140467424,0.9550209045409791
test_144,OR (6x6 | 5x5),0.521694495606594,0.3715379322207244,0.8755447451090751,0.9395713806151985
test_144,confidence blend,0.618119351706394,0.48938560700107064,0.8387554474502495,0.960990905761682
