case_id,gt_vessel_px,dice_f1,precision,recall_sensitivity,accuracy
test_47_b0404,128,0.18890814557895227,0.10623781676309711,0.8515624999334717,0.8704498269884147
test_47_p0000,0,0.0,0.0,0.0,0.9987543252581332
test_47_p0001,647,0.7898609975405572,0.8385416666521086,0.7465224111167462,0.96484268125723
test_47_p0002,3118,0.9319033026882331,0.9931059506495171,0.8778062860780058,0.9446366781993846
test_47_p0003,0,0.0,0.0,0.0,0.8891349480956552
test_47_p0004,0,0.0,0.0,0.0,0.999999999998632
test_47_p0005,0,0.0,0.0,0.0,0.9999999999986159
test_47_p0100,0,0.0,0.0,0.0,0.999999999998632
test_47_p0101,2327,0.8575478384104476,0.9522560335731781,0.7799742157250539,0.9184694429408891
test_47_p0102,285,0.4149026248906444,0.2734374999969482,0.8596491227768543,0.9054719562231115
test_47_p0103,0,0.0,0.0,0.0,0.8162790697663252
test_47_p0104,0,0.0,0.0,0.0,0.9710654407774864
test_47_p0105,0,0.0,0.0,0.0,0.9812585499302582
test_47_p0200,0,0.0,0.0,0.0,0.9786851211059119
test_47_p0201,2285,0.960197886213267,0.987511563362685,0.9343544857727162,0.9757865937059155
test_47_p0202,0,0.0,0.0,0.0,0.940207612455446
test_47_p0203,0,0.0,0.0,0.0,0.8458131487877567
test_47_p0204,0,0.0,0.0,0.0,0.9166894664830141
test_47_p0205,0,0.0,0.0,0.0,0.9177854671267573
test_47_p0300,0,0.0,0.0,0.0,0.9999999999986159
test_47_p0301,1266,0.8610792192848792,0.8351893095706371,0.8886255924100426,0.9503419972627218
test_47_p0302,866,0.4893460690650649,0.35883620689461837,0.7690531177740294,0.807612456746287
test_47_p0303,0,0.0,0.0,0.0,0.9089273356388804
test_47_p0304,0,0.0,0.0,0.0,0.9922024623789436
test_47_p0305,0,0.0,0.0,0.0,0.9611072664346559
test_47_p0400,0,0.0,0.0,0.0,0.9963064295472007
test_47_p0401,0,0.0,0.0,0.0,0.9238777717672744
test_47_p0402,1524,0.9216168717015057,0.9924299772824192,0.8602362204667964,0.9694938440479214
test_47_p0403,1543,0.6578483245130575,0.6019365250102101,0.7252106286407959,0.8407660738702589
test_47_p0404,479,0.29574223244939163,0.20413026211116658,0.5365344467528907,0.8345051379112568
test_47_p0405,0,0.0,0.0,0.0,0.8957592339249032
