case_id,category,gt_vessel_px,passthrough_dice_f1,passthrough_precision,passthrough_recall_sensitivity,passthrough_accuracy,refinement_dice_f1,refinement_precision,refinement_recall_sensitivity,refinement_accuracy,gap_recovery_rate,n_disagreement_px
test_102_discont_015,discont,1705,0.9244203553118807,0.9498762376178845,0.9002932551266846,0.9727647569433888,0.8974668275003093,0.923649906884397,0.8727272727221541,0.9631076388878438,0.5976095617529881,251
test_102_empty_000,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_004,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_005,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_102_empty_006,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_103_discont_000,discont,858,0.0,0.0,0.0,0.9069010416656825,0.4785172704256233,0.8632218844722425,0.33100233099847315,0.9328342013878766,0.331002331002331,858
test_103_discont_001,discont,931,0.0,0.0,0.0,0.8989800347212467,0.3558282208557772,0.9666666666206348,0.21804511277961283,0.9202473958323347,0.21804511278195488,931
test_103_discont_002,discont,1828,0.2827618600268541,0.9999999999667774,0.16466083150894606,0.834309895832428,0.6999650716007686,0.9681159420196318,0.5481400437606776,0.9067925347212382,0.5383104125736738,1527
test_103_discont_003,discont,1759,0.26013847675440094,0.9999999999619772,0.1495167708917026,0.8376736111102021,0.7048236141083339,0.9607458292349289,0.5565662308097978,0.9110243055545669,0.5327540106951871,1496
test_103_discont_004,discont,1962,0.4923195084466501,0.998442367585694,0.32670744138467533,0.8565538194435149,0.6659919028317612,0.9850299401099298,0.5030581039729712,0.8925781249990314,0.3373676248108926,1322
test_103_discont_005,discont,1935,0.3303147908567041,0.9973958333073595,0.1979328165364448,0.8314887152768755,0.7266860277485425,0.9673539518817239,0.5819121446998351,0.9080946180545701,0.5235028976175145,1553
