case_id,category,gt_vessel_px,passthrough_dice_f1,passthrough_precision,passthrough_recall_sensitivity,passthrough_accuracy,refinement_dice_f1,refinement_precision,refinement_recall_sensitivity,refinement_accuracy,gap_recovery_rate,n_disagreement_px
test_125_discont_013,discont,2257,0.6931848316078144,0.8632760898225675,0.5790872840027511,0.8744574652768289,0.6935568360379949,0.8481742472719528,0.5866194062889384,0.8730468749990526,0.17718236819360414,1157
test_125_empty_000,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_004,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_005,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_006,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_009,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_010,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_011,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_125_empty_012,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_126_corrupt_002,corrupt,2422,0.9685189097803327,0.9917784508827704,0.9463253509457212,0.9838324652767102,0.9679433805142216,0.9760705289631567,0.9599504541661439,0.9832899305544885,0.5302013422818792,149
test_126_corrupt_005,corrupt,2081,0.8147540983584297,0.9442685243765405,0.7164824603521553,0.9264322916656613,0.9549593896112357,0.9788092835470292,0.9322441134025361,0.980143229165603,0.8761061946902655,678
test_126_corrupt_006,corrupt,2062,0.7877252252230076,0.9389261744903429,0.6784675072712005,0.9181857638878925,0.9547365817438667,0.9742554265473284,0.9359844810817848,0.980143229165603,0.8846153846153846,754
test_126_corrupt_007,corrupt,2383,0.886344359624923,0.8958422631766145,0.8770457406593494,0.9418402777767557,0.9299284984659246,0.9060509554104059,0.9550986151869278,0.9627821180545107,0.5876865671641791,536
test_126_corrupt_009,corrupt,2255,0.8616562948758697,0.9360374414927923,0.7982261640762829,0.937282986110094,0.948365276209812,0.9646788990781437,0.9325942350291238,0.9751519097211641,0.7889273356401384,578
test_126_corrupt_011,corrupt,2882,0.8534124629063237,0.9926369074965825,0.74843858431385,0.9195963541656688,0.9691489361684944,0.9909354604750148,0.9482997918079518,0.981119791665602,0.8825910931174089,741
test_126_corrupt_012,corrupt,2001,0.8907118285237081,0.9465691788473197,0.8410794602656618,0.9551866319434079,0.9441598360631553,0.9684708355177695,0.9210394802552672,0.9763454861100517,0.7457627118644068,413
test_126_corrupt_015,corrupt,1791,0.8399999999977298,0.8140387637463906,0.8676716917874502,0.9357638888878734,0.8878994237797593,0.8362111494778678,0.946398659961215,0.9535590277767431,0.47466216216216217,592
test_126_discont_000,discont,3008,0.7656895534118322,0.9378313252966852,0.6469414893595514,0.8707682291657217,0.7611548556415079,0.969151670946174,0.62666223404047,0.8716362847212764,0.08564231738035265,1191
test_126_discont_001,discont,2832,0.7658680117680415,0.9460020768382866,0.6433615819186322,0.8791232638879349,0.7528354376187614,0.9554589896743322,0.6211158192068463,0.8746744791657175,0.08617594254937164,1114
test_126_discont_002,discont,1586,0.6258620689628196,0.9891008174252166,0.45775535939181744,0.9058159722212392,0.6220677671562899,0.9999999999860335,0.45145018915226076,0.9055989583323506,0.044930875576036866,868
test_126_discont_003,discont,1471,0.5880668257728493,0.987179487163667,0.4187627464281526,0.9063585069434609,0.588291746638252,0.9999999999836868,0.4167233174682752,0.9069010416656825,0.05098493626882966,863
test_126_discont_004,discont,1202,0.591404011457929,0.9502762430764221,0.42928452578677806,0.92263454861011,0.6303370786481443,0.9705882352773254,0.466722129779811,0.9286024305545478,0.1458625525946704,713
test_126_discont_005,discont,1202,0.591404011457929,0.9502762430764221,0.42928452578677806,0.92263454861011,0.6303370786481443,0.9705882352773254,0.466722129779811,0.9286024305545478,0.1458625525946704,713
test_126_discont_006,discont,2856,0.9123339658426711,0.9958574979246236,0.841736694674924,0.9498697916656359,0.930718954246628,0.9971988795478304,0.872549019604788,0.9597439236100697,0.3484848484848485,462
test_126_discont_007,discont,2682,0.9070239545251583,0.9955436720098239,0.8329604772526735,0.9503038194434132,0.9238133226946075,0.9931389365309042,0.8635346756119928,0.958550347221182,0.34279475982532753,458
test_126_discont_008,discont,2599,0.9319878910172916,0.9800509337819183,0.8884186225437153,0.9634331597211767,0.9217213114735211,0.9859710653179046,0.8653328203121765,0.958550347221182,0.19287833827893175,337
test_126_discont_009,discont,2604,0.9319097501995731,0.980084745758559,0.8882488479228562,0.9633246527767324,0.9147797447490433,0.985803016854544,0.8533026113638507,0.9550781249989636,0.15088757396449703,338
test_126_discont_010,discont,2337,0.6851343938544018,0.9541634835679591,0.5344458707722104,0.8754340277768278,0.6515709029135252,0.9623745819317528,0.49251176722082796,0.8664279513879487,0.046167247386759584,1148
test_126_discont_011,discont,2409,0.6954711087956912,0.9323098394910516,0.5545869655435676,0.8730468749990526,0.6854990583785701,0.9740061162005046,0.5288501452863061,0.873155381943497,0.07008547008547009,1170
test_126_discont_012,discont,3224,0.9277327600447698,0.9936238044598171,0.8700372208409739,0.9525824652767441,0.9442910508349126,0.9911353562871084,0.9016749379624638,0.9627821180545107,0.37986270022883295,437
test_126_discont_013,discont,3560,0.9283573141472896,0.9951799485829204,0.8699438202222755,0.9481336805545267,0.942251031230197,0.9907063196995332,0.8983146067390497,0.9574652777767387,0.33263598326359833,478
test_126_discont_014,discont,2671,0.8907595927938708,0.9335248256014218,0.8517409210001807,0.9394531249989806,0.8863726658703092,0.9441388065977819,0.8352676900006167,0.9379340277767599,0.15591397849462366,558
test_126_discont_015,discont,3196,0.8706781914879145,0.9287234042520258,0.8194618272815412,0.9155815972212287,0.8649549849935563,0.9257673090616497,0.8116395494342564,0.9121093749990102,0.11568123393316196,778
test_126_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_126_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_126_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_127_corrupt_001,corrupt,1031,0.8280739934666591,0.9429987608309418,0.7381183317096206,0.9657118055545076,0.9425403225758945,0.9811122770096421,0.9068865179349479,0.9876302083322616,0.7784810126582279,316
test_127_corrupt_002,corrupt,1292,0.8786127167593781,0.9415929203456497,0.8235294117583318,0.9680989583322828,0.9467875443399811,0.9646586345304045,0.9295665634602975,0.9853515624989307,0.7142857142857143,294
test_127_corrupt_003,corrupt,1188,0.8830811554292386,0.969788519627696,0.8106060605992373,0.9723307291656116,0.9348017621104194,0.9805914972182941,0.8930976430901255,0.9839409722211545,0.7529411764705882,255
test_127_corrupt_004,corrupt,724,0.8136645962669747,0.9290780141679241,0.7237569060673514,0.9739583333322764,0.9356401384018296,0.9375866851464967,0.9337016574456671,0.9899088541655925,0.825,240
test_127_corrupt_005,corrupt,1007,0.8183760683716967,0.8855491329377393,0.7606752730808275,0.9631076388878438,0.9343780607202039,0.921739130425877,0.9473684210432237,0.985460069443375,0.7617647058823529,340
test_127_corrupt_011,corrupt,1753,0.886815171580714,0.9388145315427737,0.8402738163100955,0.959201388887848,0.9415509259232016,0.9553728713977959,0.9281232173364055,0.9780815972211608,0.6835106382978723,376
test_127_discont_000,discont,1459,0.8520044960627501,0.9396694214798376,0.7793008910159062,0.9571397569434058,0.8691622103355824,0.9056463595772241,0.8355037696995511,0.9601779513878469,0.43291139240506327,395
test_127_discont_001,discont,1459,0.8520044960627501,0.9396694214798376,0.7793008910159062,0.9571397569434058,0.8734402852018772,0.9101040118803113,0.8396161754568909,0.9614800347211788,0.4278481012658228,395
test_127_discont_002,discont,591,0.7827788649629865,0.9280742459181421,0.676818950919174,0.9759114583322743,0.7984111221370565,0.9663461538229243,0.6802030456737698,0.9779730902767165,0.25225225225225223,222
test_127_discont_003,discont,447,0.7249999999899306,0.9560439560089361,0.5838926174366019,0.9785156249989382,0.7359999999901866,0.9108910890788484,0.617449664415717,0.9785156249989382,0.24242424242424243,198
test_127_discont_004,discont,1712,0.9529852898732247,0.9413105413051778,0.964953271022401,0.9823133680544895,0.9466548776865704,0.9553837001727818,0.9380841121440533,0.9803602430544918,0.36809815950920244,163
test_127_discont_005,discont,1808,0.9518599562337203,0.9415584415533466,0.9623893805256506,0.9809027777767133,0.947544642854499,0.9560810810756978,0.9391592920302039,0.9796006944433814,0.375,176
test_127_discont_006,discont,1246,0.8971261974140062,0.9324675324594592,0.8643659711006071,0.9731987847211662,0.897907949787038,0.9379370629288643,0.8611556982274386,0.9735243055544991,0.42105263157894735,247
test_127_discont_007,discont,1258,0.9060819197314602,0.944779982735593,0.8704292527752748,0.9753689236100527,0.9039832285077402,0.9565217391219476,0.8569157392618688,0.9751519097211641,0.3788546255506608,227
test_127_discont_008,discont,1283,0.846317581946163,0.9324577861075756,0.7747466874452476,0.9608289930545129,0.8642276422729097,0.9031435853789028,0.8285268900948674,0.9637586805545098,0.4487534626038781,361
test_127_discont_009,discont,1283,0.846317581946163,0.9324577861075756,0.7747466874452476,0.9608289930545129,0.8642276422729097,0.9031435853789028,0.8285268900948674,0.9637586805545098,0.4487534626038781,361
test_127_discont_010,discont,1608,0.9379891631519025,0.908984830799831,0.9689054726307904,0.9776475694433835,0.9261053906695151,0.9025974025920744,0.9508706467602558,0.9735243055544991,0.24271844660194175,206
test_127_discont_011,discont,1677,0.9363295880122837,0.9057971014442264,0.9689922480562374,0.9760199652767186,0.9220892909223166,0.9028571428519837,0.9421586165716032,0.9710286458322797,0.2669683257918552,221
test_127_discont_012,discont,1578,0.924682099768749,0.9523169912629127,0.898605830159071,0.9749348958322753,0.9143610013145114,0.9519890260565708,0.879594423315085,0.9717881944433899,0.341991341991342,231
test_127_discont_013,discont,1564,0.9117840684630949,0.9396200814047516,0.8855498721171001,0.9709201388878352,0.8973684210496797,0.9241192411861511,0.8721227621427614,0.9661458333322849,0.332089552238806,268
test_127_discont_014,discont,1509,0.9266117969789897,0.9601990049683,0.8952948972770359,0.9767795138878289,0.9147826086924703,0.9626647144878283,0.8714380384302755,0.9734157986100548,0.32242990654205606,214
test_127_discont_015,discont,1506,0.9277854195291342,0.9621968616193852,0.8957503319993643,0.9772135416656063,0.9148639218390968,0.9639705882282061,0.8705179282810723,0.9735243055544991,0.3238095238095238,210
test_127_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_127_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_127_empty_004,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_corrupt_000,corrupt,524,0.49291784702200486,0.3918918918874787,0.6641221373919061,0.9223090277767769,0.6549391068967867,0.5073375262001327,0.9236641221197774,0.9446614583323082,0.40083798882681565,716
test_128_corrupt_001,corrupt,1009,0.8744088281614587,0.9306487695645341,0.8245787908738892,0.9740668402767207,0.9048346055933597,0.9299163179819047,0.8810703666909706,0.9797092013878258,0.7154811715481172,239
test_128_corrupt_003,corrupt,1266,0.7780566511266473,0.7124097176578306,0.8570300157910188,0.9328342013878766,0.8229632175977211,0.7285453438787064,0.9454976303242852,0.9441189236100866,0.3715670436187399,619
test_128_corrupt_007,corrupt,856,0.8995790739573086,0.9268897149823185,0.8738317756907262,0.9818793402767123,0.9110012360883127,0.9671916010371759,0.8609813084011567,0.9843749999989319,0.5688622754491018,167
test_128_corrupt_009,corrupt,1267,0.8158597026274653,0.7890855457168947,0.8445146014140134,0.9475911458323051,0.8604982206375071,0.7835385612392513,0.9542225729995721,0.9574652777767387,0.42857142857142855,483
test_128_corrupt_010,corrupt,1246,0.822822822819293,0.8838709677337893,0.7696629213421377,0.9551866319434079,0.9103504482440491,0.9246688741645309,0.8964686998322916,0.976128472221163,0.7046004842615012,413
test_128_discont_000,discont,823,0.8443037974630108,0.8811096433172905,0.8104495747167625,0.9733072916656105,0.8778280542929682,0.9378453038544496,0.8250303766606922,0.9794921874989371,0.5121951219512195,246
test_128_discont_001,discont,981,0.8619599578458275,0.8920392584417444,0.8338430173207559,0.9715711805545012,0.8810810810763186,0.9378596087348923,0.830784913345252,0.976128472221163,0.5229007633587787,262
test_128_discont_002,discont,617,0.634710743798156,0.4808013355552521,0.9335494327239295,0.9280598958323263,0.6395543175451835,0.487266553476339,0.9303079416380825,0.9297960069434354,0.17043740573152338,663
test_128_discont_003,discont,483,0.6109625668408358,0.4511352418514202,0.9461697722371393,0.9368489583323167,0.6185010128249933,0.4589178356667443,0.9482401656118377,0.9386935763878702,0.16323024054982818,582
test_128_discont_004,discont,915,0.9309754706164806,0.973747016694824,0.8918032786787781,0.9868706597211513,0.9110320284643474,0.9961089494034226,0.8393442622859087,0.9837239583322659,0.18181818181818182,121
test_128_discont_005,discont,912,0.9319611206350374,0.9737156511233725,0.8936403508673942,0.98708767361004,0.9034193161313533,0.9973509933642735,0.8256578947277888,0.9825303819433783,0.19327731092436976,119
test_128_discont_006,discont,1255,0.8066485753025555,0.7023036030673225,0.947410358558188,0.9381510416656487,0.7874121191804908,0.6789838337143246,0.9370517928212188,0.9310980902767674,0.13157894736842105,570
test_128_discont_007,discont,1240,0.8035531260649008,0.6970954356805152,0.9483870967665453,0.937608506943427,0.786874154259855,0.6777389277349782,0.937903225798888,0.931640624998989,0.13043478260869565,575
test_128_discont_008,discont,1263,0.9024577572930014,0.8762117822455168,0.9303246239039563,0.9724392361100559,0.9119170984419613,0.9181380417261787,0.9057798891456392,0.9760199652767186,0.515748031496063,254
test_128_discont_009,discont,1276,0.9048882152296139,0.876008804102157,0.9357366771086542,0.9727647569433888,0.9120315581818066,0.9181890389124847,0.9059561128455647,0.97580295138783,0.41434262948207173,251
test_128_discont_010,discont,732,0.8363374188836602,0.8854961831925878,0.7923497267651318,0.9753689236100527,0.8713450292333966,0.9371069182242593,0.814207650262101,0.9809027777767133,0.5066079295154186,227
test_128_discont_011,discont,788,0.8455392809530924,0.8893557422844628,0.8058375634415503,0.974826388887831,0.881309686214998,0.9528023598679528,0.8197969543043173,0.981119791665602,0.47844827586206895,232
test_128_discont_012,discont,1154,0.8649074438721351,0.7927797833877778,0.9514731369068331,0.9627821180545107,0.856143079312379,0.776445698160956,0.9540727902863599,0.959852430554514,0.20116618075801748,343
test_128_discont_013,discont,1116,0.861438439655175,0.7881040892134714,0.9498207885219551,0.9629991319433995,0.8620689655137849,0.7801161102991284,0.9632616487368885,0.9626736111100664,0.23460410557184752,341
test_128_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_004,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9963107638878077,,0
test_128_empty_005,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_010,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_011,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_012,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_128_empty_013,empty,643,0.6386375731738232,0.48543689319995603,0.9331259719917088,0.926323784721217,0.6436657681906002,0.4925742574216785,0.9284603421317502,0.9282769097212149,0.17820324005891017,679
test_129_corrupt_000,corrupt,1460,0.8297101449245301,0.8807692307624557,0.7842465753370943,0.9490017361100813,0.883737267295807,0.9069935111686591,0.8616438356105367,0.9640842013878427,0.5936170212765958,470
test_129_corrupt_002,corrupt,1520,0.8723262032056407,0.8865489130374555,0.8585526315732991,0.958550347221182,0.8992401717842774,0.903118779025195,0.8953947368362146,0.9669053819433951,0.5209424083769634,382
test_129_corrupt_003,corrupt,1624,0.8605083694951627,0.866416978771121,0.8546798029504022,0.9511718749989678,0.8775193798422403,0.883822610862687,0.8713054187138467,0.9571397569434058,0.4066666666666667,450
test_129_discont_000,discont,1509,0.3822454308074034,0.9014778324901114,0.24254473160873066,0.8716362847212764,0.4058424621783733,0.9534313725256511,0.2577866136497165,0.8764105902768268,0.0676246830092984,1183
test_129_discont_001,discont,1334,0.30261519302426765,0.8933823529083315,0.18215892053836463,0.878472222221269,0.49058693244468116,0.9385593220140136,0.33208395801850016,0.9001736111101343,0.20892857142857144,1120
test_129_discont_002,discont,1287,0.24403183023710856,0.8325791854826887,0.1429681429670321,0.8763020833323824,0.38724118634366406,0.69199999998616,0.26884226884018,0.8811848958323771,0.17192982456140352,1140
test_129_discont_003,discont,1154,0.11317704122786439,0.8433734938742924,0.06065857885562688,0.8809678819434884,0.36248415715866616,0.6745283018708838,0.24783362218156127,0.8908420138879222,0.21513217866909753,1097
test_129_discont_004,discont,1448,0.8139117963398569,0.846383296041414,0.7838397790001117,0.9436848958323093,0.846071809453089,0.8717948717884851,0.821823204414214,0.9530164930545214,0.2947976878612717,519
test_129_discont_005,discont,1467,0.8216292134802612,0.8472121650916206,0.7975460122645022,0.9448784722211969,0.856738592144122,0.890441176464041,0.825494205856677,0.9560546874989625,0.31496062992125984,508
test_129_empty_000,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_005,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_006,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_007,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_008,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_009,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_011,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_129_empty_012,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_corrupt_002,corrupt,714,0.831076265140192,0.8461538461415652,0.8165266106328217,0.9742838541656094,0.8899929027616041,0.9021582733683142,0.8781512604919026,0.9831814236100442,0.6160337552742616,237
test_12_corrupt_003,corrupt,668,0.8062360801721884,0.7997054491782075,0.8128742514848372,0.9716796874989456,0.8711839165981298,0.8666666666538272,0.875748502980902,0.9812282986100463,0.5019157088122606,261
test_12_corrupt_005,corrupt,750,0.8292046936060679,0.8112244897855712,0.8479999999886934,0.9715711805545012,0.8874172185371695,0.8815789473568213,0.8933333333214222,0.9815538194433793,0.5381679389312977,262
test_12_corrupt_006,corrupt,747,0.8380566801562884,0.8448979591721782,0.8313253011936904,0.9739583333322764,0.9005924950566123,0.8860103626828237,0.9156626505901517,0.9836154513878215,0.5375,240
test_12_corrupt_007,corrupt,754,0.8385012919842475,0.8173803526345418,0.8607427055588761,0.9728732638878331,0.8886010362636749,0.868354430368755,0.9098143235953605,0.9813368055544907,0.532,250
test_12_discont_000,discont,996,0.48156182212233145,0.8604651162568355,0.33433734939423354,0.9222005208323326,0.7471333735621779,0.9364599092142745,0.6214859437688606,0.954535590276742,0.5843793584379359,717
test_12_discont_001,discont,787,0.38888888888516393,0.7898832684517555,0.2579415501873197,0.9307725694434344,0.7738461538402013,0.9805068225929726,0.6391359593311419,0.9680989583322828,0.6253918495297806,638
test_12_discont_002,discont,1060,0.525294525290885,0.989556135744398,0.3575471698079477,0.925672743054551,0.49767750497347263,0.8389261744778763,0.3537735849023229,0.9178602430545595,0.3021897810218978,685
test_12_discont_003,discont,1215,0.4954682779426256,0.9318181817970042,0.3374485596680046,0.9093967013879021,0.46432889963443574,0.8747152619390726,0.3160493827134482,0.9038628472212414,0.20838323353293414,835
test_12_discont_004,discont,956,0.575931232087565,0.9136363636155992,0.4205020920458106,0.9357638888878734,0.7454100367151444,0.898230088482327,0.6370292886962654,0.954861111110075,0.4966216216216216,592
test_12_discont_005,discont,916,0.6303284416447916,0.8757281553228013,0.492358078597245,0.942599826387866,0.7604562737594395,0.9063444108624419,0.6550218340539845,0.9589843749989594,0.3705103969754253,529
test_12_discont_006,discont,1151,0.7034632034593968,0.9325681491975241,0.5647263249299329,0.9405381944434238,0.7962877030125463,0.8545816732982612,0.7454387489075115,0.9523654513878554,0.5456204379562044,548
test_12_discont_007,discont,1170,0.6986666666629405,0.9290780141712187,0.559829059824275,0.9386935763878702,0.8068592057725322,0.8546845124201274,0.7641025640960334,0.9535590277767431,0.5929203539823009,565
test_12_discont_008,discont,410,0.6397608370606912,0.8262548262229245,0.5219512194994645,0.9738498263878321,0.6292834890867712,0.870689655134884,0.4926829268172516,0.9741753472211651,0.0954356846473029,241
test_12_discont_009,discont,297,0.5148063781203917,0.7957746478312834,0.38047138045857,0.9768880208322732,0.470873786396338,0.8434782607962193,0.32659932658832996,0.9763454861100517,0.051643192488262914,213
test_12_discont_010,discont,1112,0.45856353590843535,0.9880952380658304,0.2985611510764518,0.9149305555545627,0.5721551176060258,0.9761388286122312,0.4046762589891666,0.926974826387883,0.1989795918367347,784
test_12_discont_011,discont,1043,0.481508339372868,0.9880952380658304,0.3183125599202463,0.9224175347212212,0.5225352112639259,0.9840848806105017,0.35570469798316684,0.9264322916656613,0.15524475524475526,715
test_12_discont_012,discont,1007,0.6205980066403948,0.9377510039972339,0.4637537239278674,0.9380425347212042,0.6740654205568104,0.8184397163004477,0.5729890764590567,0.9394531249989806,0.3362521891418564,571
test_12_discont_013,discont,970,0.6048780487762727,0.9333333333132616,0.4474226804077585,0.9384765624989816,0.6948130277400796,0.8372093023134126,0.593814432983569,0.9450954861100855,0.35978835978835977,567
test_12_discont_014,discont,1225,0.6951219512159801,0.9205921937964927,0.5583673469342174,0.9348958333323188,0.795025728984584,0.8373983739761753,0.7567346938713737,0.9481336805545267,0.6166666666666667,600
test_12_discont_015,discont,1248,0.6844221105493246,0.9177897574000298,0.5456730769187046,0.9318576388878776,0.7947745469835872,0.8382222222147714,0.7556089743529198,0.9471571180545277,0.6050955414012739,628
test_12_empty_000,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_001,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_002,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_003,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_004,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_005,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_006,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_12_empty_008,empty,0,0.0,0.0,0.0,0.9999999999989149,0.0,0.0,0.0,0.9999999999989149,,0
test_130_corrupt_000,corrupt,1721,0.8383433533706135,0.9858601728123657,0.7292271934879185,0.9474826388878608,0.9283950617255297,0.9901250822844627,0.8739105171361191,0.974826388887831,0.7024793388429752,484
test_130_corrupt_002,corrupt,2187,0.8367710720630589,0.9442528735577917,0.7512574302663408,0.9304470486101014,0.9610027855130896,0.9759547383263746,0.9465020576088409,0.981770833332268,0.8517940717628705,641
test_130_corrupt_004,corrupt,2275,0.8390514631664,0.9846062758970716,0.7309890109857979,0.9307725694434344,0.9606690777555139,0.9888320148860456,0.9340659340618284,0.981119791665602,0.8605015673981191,638
test_130_corrupt_005,corrupt,1589,0.8415481309929158,0.8870292886967432,0.8005034612913751,0.9480251736100823,0.9373825923577415,0.9327102803680205,0.9421019509065948,0.9782986111100495,0.778705636743215,479
test_130_corrupt_006,corrupt,1796,0.8254269449689265,0.9553440702711908,0.7266146993278029,0.9401041666656466,0.9519774011272544,0.9661697247651023,0.9381959910860903,0.9815538194433793,0.8333333333333334,552
test_130_corrupt_007,corrupt,1859,0.8237091353473153,0.9533239038122113,0.72512103280944,0.9373914930545384,0.9354568315145698,0.97325581394783,0.9004841312485181,0.9749348958322753,0.7348353552859619,577
test_130_corrupt_011,corrupt,1585,0.9340991535642863,0.8966918165937511,0.9747634069339133,0.9763454861100517,0.9296375266496204,0.898704358063023,0.9627760252305189,0.9749348958322753,0.26605504587155965,218
test_130_corrupt_013,corrupt,1521,0.778204144279439,0.9345622119729534,0.6666666666622836,0.937282986110094,0.9260515603767774,0.9565522074214678,0.8974358974299972,0.9763454861100517,0.7647058823529411,578
test_130_corrupt_015,corrupt,1978,0.7995344777398908,0.9417409184308312,0.6946410515637278,0.9252387152767737,0.9574683544279557,0.9589249492851982,0.9560161779526997,0.981770833332268,0.8621190130624092,689
test_130_discont_000,discont,1439,0.0,0.0,0.0,0.8438585069435287,0.03415300546424759,0.9999999996,0.017373175816418535,0.8465711805546369,0.017373175816539264,1439
test_130_discont_001,discont,1342,0.0,0.0,0.0,0.8543836805546284,0.0,0.0,0.0,0.8543836805546284,0.0,1342
test_130_discont_002,discont,854,0.0,0.0,0.0,0.9073350694434599,0.0,0.0,0.0,0.9073350694434599,0.0,854
test_130_discont_003,discont,1092,0.0,0.0,0.0,0.8815104166657101,0.0,0.0,0.0,0.8815104166657101,0.0,1092
test_130_discont_004,discont,1240,0.4410692588065549,0.894088669928717,0.2927419354815102,0.9001736111101343,0.5215869311521495,0.943037974663649,0.36048387096483486,0.9110243055545669,0.1282608695652174,920
test_130_discont_005,discont,1219,0.44676923076648145,0.894088669928717,0.2977850697268435,0.9024522569434651,0.5263157894705718,0.942796610149517,0.3650533223924114,0.9130859374990091,0.12903225806451613,899
test_130_discont_006,discont,1417,0.7713427713394623,0.98358862143344,0.6344389555353956,0.9421657986100888,0.7735522904028801,0.9977703455853091,0.6316160903272293,0.9431423611100876,0.1200750469043152,533
test_130_discont_007,discont,1299,0.7503566333773165,0.9813432835698838,0.607390300226271,0.9430338541656433,0.7705382436224243,0.9963369963248311,0.6281755196256492,0.947265624998972,0.17142857142857143,525
test_130_discont_008,discont,2142,0.9420775490642842,0.9666011787771779,0.9187675069985118,0.9737413194433878,0.9466537342363078,0.9848637739607222,0.9112978524700687,0.976128472221163,0.359504132231405,242
test_130_discont_009,discont,2240,0.9458598726093134,0.9642857142812418,0.9281249999958566,0.9741753472211651,0.9525120440446145,0.9797074091506385,0.9267857142815769,0.9775390624989392,0.3907563025210084,238
