class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75655104,790779,399276,0.9921963741137941,0.9896557019296904,0.9947501248448806,
1,LAD,509131,171809,318713,0.6748891822818861,0.7476884894410558,0.6150083832219523,0.6782279018935924
2,RCA,704291,86829,218097,0.8220457680967884,0.8902454747699351,0.7635517808124047,0.8214201365197022
3,LCX,543637,181620,294951,0.6952568828752166,0.7495784253030202,0.6482766269014028,0.6940491433656204
