class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75620470,772414,433910,0.99208694227533,0.9898889273508772,0.9942947401582918,
1,LAD,528533,197032,299311,0.680481444358822,0.7284433510436593,0.6384451659974507,0.7104026773794558
2,RCA,728378,117784,194010,0.8237007718187169,0.8608020686346012,0.7896655203666918,0.8311515054940235
3,LCX,524511,154078,314077,0.6914302022769875,0.7729435637771792,0.6254692411529783,0.705238180975029
