class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75670963,769058,383417,0.9924425094138374,0.9899390660816274,0.9949586466946412,
1,LAD,511814,175258,316030,0.6756995107319437,0.7449204741278825,0.6182493319997413,0.6859430524487659
2,RCA,713997,87263,208391,0.8284719385860638,0.8910927788732634,0.774074467577627,0.8205540941884485
3,LCX,544900,169947,293688,0.7015420664527277,0.7622610152941711,0.6497827300175932,0.6996402097760138
