class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75678180,774165,376200,0.9924569555867127,0.9898738881063751,0.9950535393227844,
1,LAD,519480,161704,308364,0.688496171045198,0.7626133320806013,0.6275095307811541,0.6975217587153344
2,RCA,716499,87225,205889,0.8301883075953308,0.891473938814806,0.7767869920250396,0.8292116395733794
3,LCX,544894,161053,293694,0.7055767593482782,0.7718624769281437,0.6497755751334309,0.7054225114402688
