class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75666807,786654,387573,0.9923005466977924,0.989710681639383,0.9949040015841295,
1,LAD,519613,160442,308231,0.6891880689621739,0.7640749645249169,0.6276701890694306,0.6965412048618588
2,RCA,699088,90375,223300,0.8167626738542033,0.885523450750689,0.757910987567046,0.805979435151222
3,LCX,543562,176659,295026,0.6974068022445297,0.7547155664719474,0.6481871908493724,0.6884228199916249
