class_id,class_name,tp,fp,fn,dice_f1,precision,recall_sensitivity,cldice
0,Background,75669821,772120,384559,0.9924150366879998,0.9898992622387752,0.9949436311228884,
1,LAD,522446,159295,305398,0.6921716895703078,0.7663408831212914,0.6310923314054262,0.6990064758000791
2,RCA,734489,106410,187899,0.8330906993586362,0.8734568598606863,0.7962907149702642,0.827689745917299
3,LCX,532921,145698,305667,0.7025026907996028,0.7853022093398389,0.6354980037873111,0.6980043123051792
